set_id,design_id,label,stable,axis_null_count,channel_axis_null_count,wall_cusp_count,cell_count,four_wall_cusps,four_cells,wall_cusp_z_m,wall_cusp_z_over_length,cell_lengths_m,wall_mirror_ratio_min,wall_mirror_ratio_max,axis_mirror_ratio_min,axis_mirror_ratio_max,angle_to_wall_normal_deg_min,angle_to_wall_normal_deg_max,max_wall_intersection_shift_m,max_axis_null_shift_m,wall_radius_m,chamber_length_m,stage_pitch_m,stage_count
sweep_v2,l1a-gs-v2-024-8ebc8e6892,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.005008054315324405;0.010300359307532205;0.015593268588402705,0.2431094327827381;0.5000174421132139;0.7569547858447915,0.005008054315324405;0.0052923049922078;0.005292909280870501;0.0021227314115972937,1.0,1.1307783390935462,0.583993701604443,0.617740584044297,0.021915754323029526,0.648948501913756,8.992096437072938e-06,7.63278674437498e-06,0.0018,0.0206,0.00515,4
sweep_v2,l1a-gs-v2-025-7bfbfbb365,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.00500805686984908;0.010300652063986056;0.01559246359192356,0.2431095567887903;0.5000316535915561;0.7569157083458039,0.00500805686984908;0.005292595194136976;0.005291811527937503;0.0021235364080764395,1.0,1.277038327782693,0.5770309280547664,0.6283741121182825,0.023964203655346704,0.7059906598602508,8.034201088230998e-06,9.602764168652016e-06,0.0018,0.0206,0.00515,4
sweep_v2,l1a-gs-v2-026-c5d09bfafa,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.00500805686984908;0.010300652063986056;0.01559246359192356,0.2431095567887903;0.5000316535915561;0.7569157083458039,0.00500805686984908;0.005292595194136976;0.005291811527937503;0.0021235364080764395,1.0,1.277038327782693,0.5770309280547664,0.6283741121182825,0.023964203655346704,0.7059906598602508,8.034201088230998e-06,9.602764168652016e-06,0.0018,0.0206,0.00515,4
sweep_v2,l1a-gs-v2-027-56d238c396,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.005112337442294376;0.01049106253868517;0.015875178144427047,0.24363397201481812;0.4999629358989704;0.7565487903384139,0.005112337442294376;0.005378725096390794;0.005384115605741877;0.0029961425919249537,1.0,1.480942971845999,0.47185719767428647,0.535262823143783,0.011807627750552474,0.5509334186225515,1.0971212684908775e-05,9.187636250219955e-06,0.001632293135292661,0.02098368055988283,0.005245920139970707,4
sweep_v2,l1a-gs-v2-028-8c0a501d9c,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.005416035756061137;0.011522633101343866,0.31976103226103114;0.6802926016002563,0.005416035756061137;0.0061065973452827296;0.003503858477032395,1.0,1.5514834242958524,0.4507321707161604,0.5716358728697376,1.053013607870368,1.05816595265666,1.0548167189732742e-05,8.78108089738018e-06,0.0017465788495783755,0.016937760419912122,0.005645920139970707,3
sweep_v2,l1a-gs-v2-029-3940e2552f,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.0037746575495139767;0.007690921742236198;0.01161220582075331,0.24536765014202339;0.49994029142105223;0.7548392451046678,0.0037746575495139767;0.003916264192722221;0.003921284078517112;0.0018482897765435147,1.0,1.0352005530002757,0.8179042626551513,0.968370552474475,0.00028442150305013473,0.2861627951872891,2.7382404983403857e-05,2.3085773702604534e-05,0.0018608645638640896,0.01538368055988283,0.0038459201399707074,4
sweep_v2,l1a-gs-v2-030-5f0cd58497,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.004565998153636783;0.009623624540660165;0.014105710188351517;0.01916564002611973,0.1924178249516421;0.40555358104780764;0.5944352105528088;0.8076680374245834,0.004565998153636783;0.005057626387023382;0.004482085647691352;0.005059929837768212;0.0013085315899417985,1.0,1.1703378841993972,0.7144300580637134,0.9079140194833343,1.3272436774525609,1.662441537826352,2.4816704187130903e-06,2.6207676597127597e-06,0.001975150278149804,0.02372960069985354,0.004745920139970708,5
sweep_v2,l1a-gs-v2-031-3e7a3b3509,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.005791155868270869;0.011888306207214632;0.017991609044153395,0.2434928376072757;0.49985140766090075;0.7564686634120363,0.005791155868270869;0.006097150338943763;0.006103302836938763;0.0022396828363420197,1.0,1.4303122726450612,0.559150217567096,0.6182793365251504,0.005713422629701225,0.5983811585645836,1.3647169745804747e-05,1.492754316940667e-05,0.0021057625230477633,0.02378368055988283,0.005945920139970707,4
sweep_v2,l1a-gs-v2-032-570ad83ba6,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.003915800678022848;0.008523374746501803,0.3148316534344785;0.6852821133985167,0.003915800678022848;0.004607574068478956;0.001905235153031334,1.0,1.004011111023517,0.5039569479580563,0.6157151876556298,1.4910152262823622,1.5042245703721282,1.0908017955392826e-05,9.196973923174256e-06,0.0014200482373334775,0.012437760419912123,0.004145920139970708,3
sweep_v2,l1a-gs-v2-033-1f293d6cb7,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.0048720051787514065;0.01018674282101144;0.015033537884958408;0.020361299960803256,0.19310670972211175;0.40376155541259007;0.5958690374773024;0.8070401193833182,0.0048720051787514065;0.005314737642260033;0.0048467950639469685;0.0053277620758448475;0.00047230592024863,1.0,1.2231105023230682,0.4630722140907454,0.5528705876505919,0.6022670295078852,0.9128506841376846,1.9422385544119042e-05,1.6640405002470854e-05,0.0015343339516191916,0.025229600699853548,0.005045920139970709,5
sweep_v2,l1a-gs-v2-034-13a1a432e0,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.006056338925874273;0.01257209317539842;0.018653381438348788;0.02517671987699829,0.19392943842226834;0.40256977014302286;0.5972981088559444;0.8061812931574363,0.006056338925874273;0.0065157542495241465;0.006081288262950369;0.006523338438649502;0.00023126213086084937,1.0,1.3815427062099732,0.4002252072624345,0.47747718213071655,0.37693266168557665,0.8576055646095858,3.7423506217928223e-06,5.5216898908840885e-06,0.0016486196659049061,0.031229600699853526,0.0062459201399707055,5
sweep_v2,l1a-gs-v2-035-6ca4a7f3c2,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.004321644002505496;0.008893770576950063;0.013465911395210929,0.24301178757418984;0.5001085431669866;0.7572060997085099,0.004321644002505496;0.004572126574444567;0.004572140818260866;0.0007861543201286222,1.0,1.4467977856149457,0.6832803022568578,0.7609103350642977,0.07136662192895178,0.9372010404639705,2.336533773908498e-05,1.8135180127706874e-05,0.0017629053801906202,0.01778368055988283,0.004445920139970708,4
sweep_v2,l1a-gs-v2-036-b84b580964,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.005131266604294271;0.010907490767923859,0.3199490745555349;0.6801130882577198,0.005131266604294271;0.005776224163629588;0.0017501302439313013,1.0,1.6138147059133354,0.5647503372762336,0.7246003095817771,1.7957798159516234,1.7969646584127623,3.863909218068456e-06,1.7393681789852969e-06,0.0018771910944763346,0.016037760419912124,0.005345920139970707,3
sweep_v2,l1a-gs-v2-037-4de0233d45,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.005330311383995778;0.010958356786140256;0.016588339294104835,0.24320427089046268;0.49999314868035594;0.7568704101264142,0.005330311383995778;0.005628045402144478;0.005629982507964579;0.0004426002013112988,1.0,1.6556495254710002,0.562682168985424,0.6395153797805662,0.011229033716786907,0.40590031351015715,1.2006384565931352e-05,9.18418990396427e-06,0.001991476808762049,0.021917013893216163,0.005479253473304041,4
sweep_v2,l1a-gs-v2-038-474b968ed6,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.006144665832363728;0.012997277590271462,0.3210754914650532;0.679143081796984,0.006144665832363728;0.006852611757907734;0.0016410204957715696,1.0,1.8022542938601092,0.48207098921122066,0.6090270695905406,0.7952892568405511,0.8677638224669205,1.7649707809410265e-05,1.4008642497679007e-05,0.002122089053660008,0.019137760419912123,0.006379253473304041,3
sweep_v2,l1a-gs-v2-039-df1626ab7e,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,2,2,3,False,False,0.0044502860927854515;0.009158962973518156,0.24295914818482758;0.5000248963566186,0.0044502860927854515;0.004708676880732705;0.004628563858953771,1.0,1.2057652070936418,0.49968930203833417,0.5533621318384779,0.021116949396016178,0.6983141848389298,8.514650626165188e-06,6.060199359328531e-06,0.0014363747679457222,0.018317013893216164,0.004579253473304041,4
sweep_v2,l1a-gs-v2-040-827cdb9c2a,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.005554509653191192;0.011782544715303881,0.32037065449421787;0.6795886221712828,0.005554509653191192;0.006228035062112689;0.0010568130416561648,1.0,1.458564453719265,0.4010192175438452,0.5111186554456171,1.2890794830590304,1.307699532123399,1.1908660115120262e-05,1.2242485471578718e-05,0.0015506604822314366,0.017337760419912123,0.005779253473304041,3
sweep_v2,l1a-gs-v2-041-b62c5d7163,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,3,3,4,False,True,0.003815045062946878;0.008106661351849712;0.011784829604779501,0.1917467730337461;0.4074463416937658;0.5923135926797023,0.003815045062946878;0.004291616288902834;0.003678168252929789;0.002706997227918475,1.0,1.0100803786772496,0.6957989591128497,0.9422566526221725,1.0857771051915055,2.2011675637271706,1.8326265772104777e-05,1.6068990872652317e-05,0.0016649461965171507,0.019896267366520202,0.00397925347330404,5
sweep_v2,l1a-gs-v2-042-ae9a80d120,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.004709385239997998;0.009848597372519668;0.014553259761199987;0.01968503809642704,0.19303712200091894;0.4036927954821163;0.5965363283881657;0.806887291432191,0.004709385239997998;0.0051392121325216705;0.004704662388680319;0.005131778335227051;0.004711229270093167,1.0,1.539732520889755,0.5624856067292471,0.659792488079151,0.5789028041368309,0.779340064581837,1.6760815550826303e-05,1.2860651865290867e-05,0.001779231910802865,0.024396267366520206,0.004879253473304041,5
sweep_v2,l1a-gs-v2-043-b585cd28ea,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.005823021651680147;0.01241779225111098,0.31928381103869136;0.6808836153781875,0.005823021651680147;0.006594770599430833;0.0055285524283876265,1.0,1.4070714194622889,0.4563626447597667,0.5785468005190724,1.258853641059371,1.2638888976534424,8.237656075781724e-06,6.233539897943646e-06,0.0018935176250885794,0.018237760419912125,0.0060792534733040415,3
sweep_v2,l1a-gs-v2-044-2f03fc2fb5,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.004041567791109899;0.008799806010355127,0.3148187580164831;0.6854627070860514,0.004041567791109899;0.004758238219245228;0.0036765378813674345,1.0,1.188428861785389,0.7720479123742777,0.9202059880075056,2.070579904669994,2.0733461636150006,2.0435245116098497e-05,1.670151017605856e-05,0.0020078033393742937,0.012837760419912123,0.004279253473304041,3
sweep_v2,l1a-gs-v2-045-d52f4d6a1a,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.005045008620070797;0.010356714976098129;0.015680551126735526,0.24352006742259305;0.4999135024710033;0.7568924366976536,0.005045008620070797;0.005311706356027332;0.005323836150637397;0.004201017522115508,1.0,1.1661821796677958,0.7366725275047828,0.7577790923956251,0.036337368015934596,0.7511297113809003,5.604912048756596e-06,3.791378565235967e-06,0.0021384155842722533,0.020717013893216164,0.005179253473304041,4
sweep_v2,l1a-gs-v2-046-1d0bed7f4c,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.005391359223069401;0.011244855880974661;0.016655449335339478;0.022497981098537807,0.19326453794817933;0.4030953580001248;0.5970493871638386;0.8064871476511166,0.005391359223069401;0.00585349665790526;0.005410593454364817;0.005842531763198329;0.003933719923028149,1.0,1.326268165789974,0.3674267086720717,0.43480912526659454,0.3575697384175956,0.5801744001393717,9.737354344754173e-06,7.173376765822609e-06,0.0014527012985579672,0.027896267366520205,0.005579253473304041,5
sweep_v2,l1a-gs-v2-047-e3196a8aa5,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.00630986433375531;0.012955808592017556;0.01961166229562651,0.24346417221340963;0.4998958848190751;0.7567099503218582,0.00630986433375531;0.006645944258262246;0.006655853703608956;0.00462918545977474,1.0,1.4102633884144793,0.34862795457650386,0.3993563738991713,0.018429753469299866,0.3085816166365225,1.031189905616528e-05,9.800313208758321e-06,0.0015669870128436816,0.025917013893216163,0.006479253473304041,4
sweep_v2,l1a-gs-v2-048-9e4abaf530,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.004441045027781167;0.009596157857272903,0.31636421301803125;0.6835960701865985,0.004441045027781167;0.005155112829491736;0.0033628249975889493,1.0,1.2364197822932976,0.5404171378551796,0.6805605423012294,1.4524099674979598,1.5643291628534086,1.0596829019621917e-05,9.106341490729836e-06,0.0016812727271293957,0.014037760419912124,0.004679253473304041,3
sweep_v2,l1a-gs-v2-049-cf0a7d1028,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.005686043761645745;0.011856913196110219;0.01754333588351362;0.02371539291950865,0.19342740664148586;0.40334757635298324;0.5967878732622345;0.8067484427127787,0.005686043761645745;0.006170869434464474;0.0056864226874034016;0.0061720570359950315;0.003063954632068374,1.0,1.3088765860141556,0.4752589846767525,0.5578263608177685,0.5980674743971398,1.018199579734227,1.2223934575353312e-05,9.985316169650038e-06,0.0017955584414151102,0.029396267366520207,0.005879253473304041,5
sweep_v2,l1a-gs-v2-050-012aa2a74e,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.003924983329237255;0.008353685713936618;0.012043388783691125;0.016475684658740074,0.1924363540987889;0.4095693375567784;0.590470234934258;0.8077794021167011,0.003924983329237255;0.004428702384699363;0.0036897030697545068;0.004432295875048949;0.0018565601306015159,1.0,1.0149906810434184,0.7807481262699135,1.1545620760443707,0.6904480590006333,2.984003878984399,2.36418561554326e-05,2.1043283437997135e-05,0.0019098441557008244,0.020396267366520206,0.0040792534733040415,5
sweep_v2,l1a-gs-v2-051-d243e11351,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.004852860875187641;0.009949936651560813;0.01505190645270737,0.24365403876333844;0.4995696998007223;0.7557310816474415,0.004852860875187641;0.005097075776373173;0.005101969801146557;0.00260711544734917,1.0,1.0904602635210465,0.6935899283407607,0.7151739711305454,0.04223445699027785,0.29905240601209954,1.4094466981299635e-05,1.245905793944603e-05,0.002024129869986539,0.01991701389321616,0.00497925347330404,4
sweep_v2,l1a-gs-v2-052-e117399e75,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.005922712182198846;0.012611451828809534,0.31949448304645434;0.6803115124555762,0.005922712182198846;0.006688739646610688;0.00359900548970854,1.0,1.5966289966288498,0.5196264764511545,0.6578168651654611,1.2320248837148262,1.2883593807742078,4.899430852439712e-06,3.610507184118733e-06,0.002154742114884498,0.018537760419912123,0.006179253473304041,3
sweep_v2,l1a-gs-v2-053-e22999f79a,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.004254650318974201;0.008757236577590368;0.0132626023264372,0.24288673542822867;0.4999274779922275;0.757126894303225,0.004254650318974201;0.004502586258616167;0.0045053657488468325;0.0018420063812188397,1.0,1.0399151773104307,0.5569217971369519,0.5867673699259397,0.04953309508900073,0.6546589410602175,3.332735706386013e-05,2.944963660815505e-05,0.0014690278291702122,0.017517013893216166,0.004379253473304041,4
sweep_v2,l1a-gs-v2-054-58f94d4676,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.005055225383710892;0.010778873130451182,0.3191881459044663;0.6805806404862255,0.005055225383710892;0.00572364774674029;0.002684937734336994,1.0,1.4308004474271192,0.44519301540109785,0.5720079200811755,1.4014235649077884,1.4607975917738327,6.256374103733725e-06,3.9172395675732274e-06,0.0015833135434559263,0.015837760419912122,0.00527925347330404,3
sweep_v2,l1a-gs-v2-055-a7ac306811,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.005543625134833399;0.011353784239845685;0.017177332190778976,0.2440296581624602;0.49979210706193183;0.7561439312192583,0.005543625134833399;0.005810159105012287;0.0058235479509332905;0.0018580338842968426,1.0,1.636408913906674,0.49242244868630114,0.5751593962484071,0.14093847478176913,1.0181141588129683,7.048500991352195e-06,4.154624637319436e-06,0.0016975992577416407,0.022717013893216162,0.0056792534733040405,4
sweep_v2,l1a-gs-v2-056-87997ee6f2,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.0036724953345228183;0.007967596402200327,0.3155671883603314;0.6846331351320679,0.0036724953345228183;0.0042951010676775085;0.0016362457540099375,1.0,1.425041052632399,0.7502922901184043,0.9348289161256385,1.6386310158779205,1.6905351520109617,1.110601544252604e-05,7.519236403619872e-06,0.001811884972027355,0.011637760419912123,0.003879253473304041,3
sweep_v2,l1a-gs-v2-057-68965a0576,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.004604996000367942;0.00965635209525846;0.014239780856179314;0.01928731469209735,0.1927077534636124;0.40409457875364524;0.5958997963058414;0.8071266694613481,0.004604996000367942;0.005051356094890519;0.004583428760920853;0.005047533835918038;0.00014171789563308806,1.0,1.4729127390807548,0.6521728576980633,0.7909203236409678,0.8379482817804892,1.0929256873829285,2.5357477496802672e-05,2.0784619134951027e-05,0.0019261706863130691,0.023896267366520202,0.004779253473304041,5
sweep_v2,l1a-gs-v2-058-132b3d1a44,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,3,3,4,False,True,0.005792178023257242;0.012043012355587626;0.01785667126027707,0.19374251481787663;0.40282662072637804;0.5972876493697049,0.005792178023257242;0.006250834332330384;0.0058136589046894425;0.006086750056655099,1.0,1.6052701835997258,0.5319655322203465,0.6296624069153116,0.41840225777213724,0.8806239731615225,1.1468660313746328e-05,8.773051473939808e-06,0.0020404564005987837,0.0298962673665202,0.00597925347330404,5
sweep_v2,l1a-gs-v2-059-06306f4e8d,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.004084690307666682;0.008357828442174422;0.01263464940774102,0.24434329801713375;0.4999594123425395;0.7557958310286632,0.004084690307666682;0.004273138134507739;0.004276820965566598;0.000550216400099543,1.0,1.1359627238900296,0.889906318320858,0.9747908954604113,0.10151242774714449,0.1917422931009284,1.2501700232717128e-05,9.933694964275527e-06,0.0020591152927270633,0.016717013893216164,0.004179253473304041,4
sweep_v2,l1a-gs-v2-060-c3bf7e5c98,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.004822316444499585;0.010418994468650447,0.3164714703217125;0.6837615359167417,0.004822316444499585;0.005596678024150863;0.0014136670662666714,1.0,1.3271543290731997,0.6897317548808309,0.8629860345553926,2.0400855707946635,2.0438871228044486,7.838284885307648e-06,5.5333867850192175e-06,0.0021734010070127777,0.015237760419912122,0.005079253473304041,3
sweep_v2,l1a-gs-v2-061-d8ebe65ef1,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.006133466569204247;0.012558233642001466;0.018985186178757496,0.24419569122668802;0.4999891187460509;0.755869557562541,0.006133466569204247;0.006424767072797219;0.00642695253675603;0.0002132938076817789,1.0,1.5665398879297066,0.38104782485165184,0.4480260878503911,0.007632381409086735,0.803725768374168,6.357167528117809e-06,3.6100943624555945e-06,0.0014876867212984919,0.02511701389321616,0.00627925347330404,4
sweep_v2,l1a-gs-v2-062-70a6b2f959,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,3,3,4,False,True,0.004319567617598122;0.009064393349824243;0.013335530733297383,0.19286997904192585;0.40472785940100203;0.5954354140829928,0.004319567617598122;0.004744825732226121;0.00427113738347314;0.0035106649752289533,1.0,1.2943459435678357,0.5563556806543831,0.672525275128679,0.8003699857771636,0.9357727367921808,7.487395994397461e-06,6.409561675456334e-06,0.0016019724355842062,0.022396267366520214,0.0044792534733040425,5
sweep_v2,l1a-gs-v2-063-eaf6bef4a4,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,2,2,3,False,False,0.005230507935718031;0.010754539374629134,0.24308707340506458;0.4998156076861484,0.005230507935718031;0.005524031438911102;0.005168346474385785,1.0,1.3642094390118156,0.49915567728948096,0.5574909191016661,0.03786005221967748,0.5626879213460524,1.107062478037193e-05,9.750894839979235e-06,0.0017162581498699203,0.021517013893216162,0.0053792534733040406,4
sweep_v2,l1a-gs-v2-064-9f6ecd1a94,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.005265841110162073;0.011271317218851558,0.31841319359190806;0.6815503993684927,0.005265841110162073;0.0060054761086894845;0.0007655234052158164,1.0,1.3764268021728303,0.4976208279836005,0.6293667457829396,1.4655407983549649,1.4851206384876403,7.168236978508102e-06,7.6308664089704e-06,0.0018305438641556347,0.01653776041991212,0.005512586806637374,3
sweep_v2,l1a-gs-v2-065-9e98f08f3b,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.006243778186810776;0.012884240586995253;0.019168999100517534;0.025823668708119227,0.1947350850782442;0.401842219856092;0.5978554264770836;0.8054056650395853,0.006243778186810776;0.0066404624001844765;0.006284758513522282;0.006654669607601693;0.006239265325067644,1.0,1.8720659231094163,0.4712313472767388,0.564968820052724,0.040709250247674994,0.48289115468139904,1.1579972244251421e-05,1.1957167686583742e-05,0.001944829578441349,0.03206293403318687,0.006412586806637374,5
sweep_v2,l1a-gs-v2-066-d58df2fb43,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.004442212506234198;0.009355357379897827;0.013713396916917406;0.0186175586820347,0.19261263548870175;0.4056447183361729;0.5946076460689795;0.8072502247651832,0.004442212506234198;0.004913144873663629;0.004358039537019579;0.004904161765117293;0.004064652375009765,1.0,1.3305078948382445,0.7549455843583622,0.9402843181296193,0.8353799711650456,1.387786137215814,9.934422104934844e-06,7.612454226344628e-06,0.0020754418233393085,0.023062934033186877,0.004612586806637375,5
sweep_v2,l1a-gs-v2-067-dd5a30270f,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.005660143288252896;0.01162405645656652;0.017592615472559026,0.2434433874514182;0.4999519509666955;0.7566603329033329,0.005660143288252896;0.005963913168313624;0.005968559015992506;0.004990867254988648,1.0,1.4359093375252248,0.6144323781244229,0.6712923347868329,0.009291876054531556,0.5644649012267152,2.1849898527641397e-05,1.866207509818984e-05,0.0021897275376250224,0.0232503472265495,0.005812586806637375,4
sweep_v2,l1a-gs-v2-068-375d1b1b13,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.003787710541860107;0.008249506554595389,0.3146524278382139;0.6853024372332217,0.003787710541860107;0.004461796012735282;0.0032964411872212704,1.000125775148297,1.0671590520966083,0.5753440428656007,0.6944374383390742,1.5366907233058527,1.5767035338759916,2.2517039050401694e-05,2.0083304908539122e-05,0.0015040132519107369,0.012037760419912124,0.004012586806637374,3
sweep_v2,l1a-gs-v2-069-9ae4602904,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.0047436825782053065;0.009909009278344188;0.01465264017955018;0.019819082665039515,0.1931236134818477;0.4034130965362755;0.5965346061571087;0.806869514784432,0.0047436825782053065;0.005165326700138881;0.004743630901205992;0.005166442485489335;0.00344128531899145,1.0,1.384022096814225,0.5178562651684724,0.6137173502993908,0.7240883200061471,1.1215814589842732,7.889124537833027e-06,5.539212531102677e-06,0.0016182989661964512,0.024562934033186885,0.004912586806637377,5
sweep_v2,l1a-gs-v2-070-5b284f066b,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.00588274392214007;0.01245706177332673,0.3207994753684464;0.6793120581835164,0.00588274392214007;0.006574317851186659;0.004685009645917225,1.0000000000000004,1.555894215728666,0.43125681175872976,0.5490001789259863,1.296094228033097,1.313764672891845,5.141573559267962e-06,3.403844117808117e-06,0.0017325846804821655,0.018337760419912124,0.006112586806637375,3
sweep_v2,l1a-gs-v2-071-f0c9ebbd40,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,5,3,3,4,False,True,0.004201414312059092;0.00862412758333626;0.013047857288097185,0.2435553474305039;0.49993936180386683;0.7563822986713923,0.004201414312059092;0.004422713271277168;0.0044237297047609245;0.002867700025189584,1.0,1.1754450929677638,0.7552056459128902,0.770069613631533,0.051624682357476734,0.45237001851316944,2.1974562210459736e-05,1.9036887743927033e-05,0.0018468703947678799,0.017250347226549497,0.004312586806637374,4
sweep_v2,l1a-gs-v2-072-79cfa36e3a,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,4,2,2,3,False,False,0.004966047694551095;0.01067501455163649,0.3175677054258772;0.6826434390210768,0.004966047694551095;0.005708966857085395;0.0035623612645391944,1.0,1.3744457790037168,0.5707085215928791,0.720186477977867,1.6031032444687867,1.6056230092432802,7.310217849151868e-06,4.514074599788753e-06,0.001961156109053594,0.015637760419912123,0.005212586806637374,3
sweep_v2,l1a-gs-v2-073-274491a725,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.00541344260252799;0.011335189727526028;0.016725271238330956;0.022653030727296606,0.19290365704904994;0.4039203354189972;0.5959915388231276;0.8072224629294794,0.00541344260252799;0.005921747124998038;0.0053900815108049276;0.00592775948896565;0.002555190285842404,1.0,1.3074586625729554,0.6045834628994835,0.7275633357985026,0.9457152849184476,1.1535215725049204,9.39637158898208e-06,7.790320669299848e-06,0.0020917683539515533,0.02806293403318686,0.0056125868066373725,5
sweep_v2,l1a-gs-v2-074-e2365d7a87,SCREENING_L1A_FIELD_SEPARATRIX_CUSP_TOPOLOGY,True,6,4,4,5,True,False,0.003658450618490123;0.007743501767655425;0.011317635967631585;0.015405320351828537,0.19191435128092485;0.40620723725816166;0.5936985328663776;0.808129552618146,0.003658450618490123;0.004085051149165303;0.0035741341999761603;0.0040876843841969514;0.0014863587056282938,1.0,1.037677326077185,0.5969484101744844,0.7644961041766197,1.0864001736235305,1.553942247172152,1.7371048635090496e-05,1.3881868411166204e-05,0.0014060540682372675,0.019062934033186874,0.0038125868066373747,5
