case_id,design_id,sweep_index,batch,representative,classification,stage_count_selector,stage_pitch_m,magnet_axial_fraction,chamber_outer_radius_m,dielectric_thickness_m,radial_clearance_m,magnet_radial_thickness_m,source_strength_scale,exit_length_fraction,exit_expansion_descriptor,first_polarity_selector,wall_radius_m,chamber_length_m,injector_length_m,exit_start_m,exit_length_m,exit_outer_radius_m,stage_count,stage_pitch_represented_m,has_divergent_exit,bore_max_b_t,centreline_mid_abs_bz_t,centreline_abs_bz_peak_t,minimum_mirror_ratio,stage_gradient_rms_t_per_m,field_energy_j,axis_cusp_count,axis_null_count,interpolation_b_relative_rms,cross_resolution_b_relative_rms,trials_2N,p_wall_2N,p_wall_2N_lower,p_wall_2N_upper,p_escape_2N,p_reflected_2N,p_timeout_2N,p_wall_N,convergence_change,converged,p_wall_2N_cell1,p_wall_2N_cell2,p_wall_2N_cell3,p_wall_2N_cell4,escape_upstream_anode_plane_2N,escape_exit_plane_2N,escape_divergent_section_radial_2N,escape_unclassified_2N,reflections_N,reflections_2N,timeouts_2N,mu_variation_median,mu_variation_max,tolerance_close_share,steps_median_2N,structural_gates_passed,gates_passed,accepted_field_identity_sha256,orbit_artifact_2N_sha256
l1a-gs-v2-010-7aa8cd8bce,7aa8cd8bcefc0b630bb4cf586b4baf6a719b6f64744de5d7e050fe7f3927017f,10,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.72,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.2561972397145085,0.002131667446513011,0.17312427617217835,4.745255871848349,12.010000383714335,0.19501472654230287,4,5,0.005640381951478237,,512,0.65625,0.6140829109051337,0.6960899091814655,0.087890625,0.255859375,0.0,0.65625,0.0,True,0.6171875,1.0,0.75,0.2578125,17,28,0,0,131,131,0,0.2095909863224817,8.345568615365607,0.357421875,678.0,True,True,954061b8dcf45c96c541d372f7deb177fafb385674066850f00f730094037eee,1b55603bfa175c006bed711333ac1493f120860456df715ac2dfb0ed4930042e
l1a-gs-v2-011-eabda2c05f,eabda2c05f68bc1a29fe7045a41bad29d22d9607b400484e76f9d7b2bc6a0eaa,11,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0014,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.5,0.5,0.0014,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.0018549999999999999,4,0.00515,True,0.2744011601651344,0.0026964982962200366,0.20178999368823108,5.017554006597489,9.512687038626362,0.1449172738745553,4,5,0.00589742561372042,,512,0.697265625,0.6561215071994437,0.7354716781598878,0.04296875,0.259765625,0.0,0.697265625,0.0,True,0.734375,1.0,0.75,0.3046875,2,20,0,0,133,133,0,0.24716415778314316,10.974274300100959,0.3515625,630.5,True,True,ffe261d52c8045114ca956891013056d8b1e50ea83ea482bac6d0c67248b270e,f206a078933a2972879f9320e09e7dbb3f658ea39d895d3227f1bc7b9cf2bba5
l1a-gs-v2-012-861e265ea9,861e265ea9163b1612e3ee11ddebe544d19419ef7c37cee73105b0139f600ed9,12,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0022,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.5,0.5,0.0022,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002915,4,0.00515,True,0.20855399100681463,0.0015575486532241505,0.11984631019388238,4.87494016523614,9.624996326299977,0.17540423735934405,4,5,0.005132151340162075,,512,0.65234375,0.6100972441805625,0.6923212554038716,0.08984375,0.2578125,0.0,0.65234375,0.0,True,0.6015625,1.0,0.7578125,0.25,20,26,0,0,132,132,0,0.22024067711902057,11.346758630158886,0.337890625,594.0,True,True,15dee36dfe24320393186a068f0e75dadec12d27b1f176368a328b2c1b07139d,4e1dc590275a77ff174feb3d00bb560fa66ed62ebfe1c90770de765537e9c2d1
l1a-gs-v2-013-1a5f2faf5b,1a5f2faf5beb8af4a3399539983a0c2ecd9661f5afdd812bdc57be7050d60605,13,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0005,0.000575,0.0031000000000000003,1.025,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.2631276889758241,0.0022781248571186906,0.1715680930626848,4.92656103482198,9.645711206710223,0.15348178084570643,4,5,0.005548991583959508,,512,0.6640625,0.6220634071881622,0.7036180539027669,0.080078125,0.255859375,0.0,0.6640625,0.0,True,0.6484375,1.0,0.75,0.2578125,13,28,0,0,131,131,0,0.21009424404615276,8.962975363246452,0.330078125,681.5,True,True,0ebb63c88f5f77aed50ea05c4acd25c5c5910e99e35508883be4ccc1e9c7ce12,a7799756912aa79bf30e8b2f57909f4a1156d7f98bcc41fdd410fb0336a540b9
l1a-gs-v2-014-454d5ec089,454d5ec089af4b4e8195f60fa83f4b8ef9a684fc4617236961b8fa14085402b3,14,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0009,0.000575,0.0031000000000000003,1.025,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.0023849999999999995,4,0.00515,True,0.21515829408866857,0.0018590100963415358,0.1415173093857209,4.869492522196394,9.775412541885355,0.16742792464043182,4,5,0.005497568246795823,,512,0.658203125,0.6160768849569956,0.6979730953806861,0.072265625,0.26953125,0.0,0.658203125,0.0,True,0.625,1.0,0.75,0.2578125,16,21,0,0,138,138,0,0.24229740093999566,8.217999736859896,0.3359375,561.0,True,True,ecfcd91b324eb168120669a347c8a58a6be49afcd16be9ef77ad372c33fa6ac7,26cad0541fa0e946f52d791800d35edd96f9cba50e2d337f4193247d13994cd9
l1a-gs-v2-015-691452be4d,691452be4d9b392cbebda2dea7dbf21883075a9538dd2b31dcf8277af01907ad,15,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.00035,0.0031000000000000003,1.025,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.26636857096605343,0.002305918618211087,0.17356781496452428,4.93311462060061,9.628886777269997,0.15122995971271752,4,5,0.005553887909883909,,512,0.666015625,0.6240604586756913,0.7054981626663204,0.078125,0.255859375,0.0,0.666015625,0.0,True,0.65625,1.0,0.75,0.2578125,12,28,0,0,131,131,0,0.2109618601081521,8.641207020740493,0.353515625,692.5,True,True,7bc540048e03235c1e14cf623f98d79a5bb75ff3adc6affe1eb4cd400e00a002,8563c99d5fda759cc2e21c212b55152bb4dd7808457db37a2f1f4d8232df051a
l1a-gs-v2-016-9e4e222280,9e4e222280498b41cc14f81121a72304d98dcfb682e4c5a815ee9a2f8a93c505,16,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.0008,0.0031000000000000003,1.025,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.21292352921568689,0.0018390735092468418,0.14012755383628617,4.8677784377726,9.821938878438367,0.16973407306806965,4,5,0.00549494491082399,,512,0.658203125,0.6160768849569956,0.6979730953806861,0.07421875,0.267578125,0.0,0.658203125,0.0,True,0.6171875,1.0,0.75,0.265625,17,21,0,0,137,137,0,0.24850354811796968,8.422663093976041,0.3359375,558.0,True,True,96ae7c7f77f134d33d489ab61589faf5be7a4b18b833d24ddb49e77ac1d95743,bdd26eb0a4f86e6ea209e2cfb1434d3401c5983675fb6df6071adf95c98167be
l1a-gs-v2-017-55712611a0,55712611a0a189c3bd0ae4f6b51daaeb4f9cdb5eadf59629c2ec85423ee5f382,17,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0022,1.025,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.1756681926710046,0.001526886481385543,0.11447973398829167,4.908065444593814,5.995129646309335,0.0981607059949377,4,5,0.005558574260701542,,512,0.6875,0.6460801256647815,0.7261272584391376,0.052734375,0.259765625,0.0,0.6875,0.0,True,0.7109375,1.0,0.75,0.2890625,6,21,0,0,133,133,0,0.30403916190335367,15.311614621429202,0.318359375,464.0,True,True,4ba207f25a45258f05147ca42d8a5c4a35fe5016bec4a06753bf83565eefbe82,e6e76d8116331e2fd026177ea6d27a4b2f222c3af47f7a875c48a9fae42563c6
l1a-gs-v2-018-99a8ddb38f,99a8ddb38f6b204142b49b4248bba01877db71c1f56f8e2c49b702a94e1400e7,18,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.004,1.025,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.2748849885901428,0.0023605780131832686,0.1805227631276541,4.952103647607648,12.979121411316639,0.2060682604602839,4,5,0.005499407421373245,,512,0.654296875,0.612089698324885,0.6942059615106316,0.0859375,0.259765625,0.0,0.654296875,0.0,True,0.609375,1.0,0.75,0.2578125,18,26,0,0,133,133,0,0.2017259935073435,9.053756701912397,0.361328125,709.5,True,True,0d1d4e995595d2b52983499803450d1ff8047b81bbf3186cf4d8b29cec9c539d,41bca7f4bb56dead65e716c4fd2ac4438a2bc9dde2e73a8b9c2c1ca4257ce90e
l1a-gs-v2-019-9166fdf853,9166fdf8533d850abfdef128d02d48c523da4bcb2dd1d86a1e20eec677b62e24,19,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,0.75,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.17292479788162352,0.0014964373904529525,0.11329016258736943,4.890300068242331,7.1052784585487965,0.08324398597479514,4,5,0.005517986030914998,,512,0.666015625,0.6240604586756913,0.7054981626663204,0.072265625,0.26171875,0.0,0.666015625,0.0,True,0.625,1.0,0.75,0.2890625,16,21,0,0,134,134,0,0.3074494940043542,15.008814112339858,0.34375,451.0,True,True,f6027979ff3f5921e378ef95b2261d6a49dbc35c7c1b039382492aa669cbb4c8,be07ac611678f77917cd5907e782d0e719c7a436d075629bf981a8f849862d43
l1a-gs-v2-020-b517ae2748,b517ae27489366cdf22a9e5793c27035a84555b2715109b908282214d320bebb,20,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.3,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.2997363163281446,0.0025938248101183645,0.1963696151514404,4.890300068242327,12.315815994818134,0.25010193119538493,4,5,0.00551798603091538,,512,0.658203125,0.6160768849569956,0.6979730953806861,0.08203125,0.259765625,0.0,0.658203125,0.0,True,0.625,1.0,0.75,0.2578125,16,26,0,0,133,133,0,0.1898111329870088,6.705038245401556,0.34765625,782.0,True,True,57369f45d6a5192cfd1146d0570a1370398fb7192bab17f629a7748c7c806e1d,422844cbe8c9c3c8a3f90ef9d78afc3b1dac5d58b41a850245d67629c47cd1c7
l1a-gs-v2-021-5e0b38a851,5e0b38a85189a6eb34d8bda4fdd886532833158fa6ac763eae2f0c59287cdecc,21,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.0,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.0206,0.0,0.0018,4,0.00515,False,0.32019684540288706,0.0027574384738754502,0.20616133342675816,5.040825336081254,9.380495780021052,0.14060004721735847,4,5,0.005647331964298755,,512,0.8515625,0.8181518841641696,0.8797369610306786,0.0234375,0.125,0.0,0.8515625,0.0,True,0.65625,0.75,1.0,1.0,12,0,0,0,64,64,0,0.16518392598446663,1.9556272027293,0.421875,864.5,True,True,6f28688a0c2600d3bb844697a5ac22ce5ecb4e0135d1645c992278150a46039b,f9b6a3d66bf52598c30c0ba0983b171b50a56be59f0a1cb1523d706b3b9ab303
l1a-gs-v2-022-4a12458d8a,4a12458d8abf3a17c77b1a9532d5a75998965a4fac6018d88ee071793c45f371,22,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.28,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.014832,0.0057680000000000006,0.002385,4,0.00515,True,0.23633055710488796,0.002045131100285671,0.15482988886940527,4.89030006824234,9.710547226683145,0.15548126713736743,4,5,0.005517986030914904,,512,0.76953125,0.7311266452959524,0.8039214693534311,0.0546875,0.17578125,0.0,0.775390625,0.005859375,True,0.8984375,0.75,0.5625,0.8671875,11,0,17,0,90,90,0,0.2258696499203774,4.537615782044426,0.392578125,634.0,True,True,1ab906ef046d0664110d950fecf307da151c76c6966f05e061fb4380b1ae1422,978bb0de6eac3cbd48522edaba07f300f8354d2b6d94bc8704513462e10ec240
l1a-gs-v2-023-09c1438b40,09c1438b401c9d5a007b2519aea08e88a35964f85650b73ccd0b9dec4c93842f,23,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.00207,4,0.00515,True,0.2780360721525282,0.0024059761725983416,0.18076681385605042,4.955639116406315,9.572752682351524,0.1455198231246856,4,5,0.005572031751586626,,512,0.6796875,0.6380617858369023,0.7186369572626866,0.064453125,0.255859375,0.0,0.6796875,0.0,True,0.7109375,1.0,0.75,0.2578125,5,28,0,0,131,131,0,0.20535454529209926,8.72987746090682,0.369140625,712.0,True,True,75f87b9ec7a287480c0526344b80dc9f1758383a29ae28b97dac671cb74fc401,dcff82e7455b4d4eb8a43c824f8046364b57e3ef4ef27d08d2a187c846857237
l1a-gs-v2-024-8ebc8e6892,8ebc8e68928df28e1ee13ac4416f4a5ef37d00ccd61226b4291e0597df7cc809,24,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,1.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.0027,4,0.00515,True,0.20054063198667488,0.0017297487095311527,0.1322040702532583,4.865238225172035,9.708032836071922,0.16739623076437543,4,5,0.005487205841587918,,512,0.654296875,0.612089698324885,0.6942059615106316,0.080078125,0.265625,0.0,0.654296875,0.0,True,0.6015625,1.0,0.75,0.265625,19,22,0,0,136,136,0,0.2682727731815986,9.955136359862493,0.3515625,530.0,True,True,a9927cce18724fd8b724b99be03e728acc7c2d3e2f310d942750b991e5ac246d,8a3a176a4e901527d51057965813a6aa6d60b9b326281fc64c8eaa212fb39e42
l1a-gs-v2-025-7bfbfbb365,7bfbfbb36534b5e4e14a38d4e06695275ea091fa05bf65179afde7db540b68a5,25,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.5,0.0,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.23633055710488796,0.002045131100285712,0.15482988886940502,4.89030006824233,9.71054722668302,0.15548126713736743,4,5,0.005517986030914904,,512,0.658203125,0.6160768849569956,0.6979730953806861,0.080078125,0.26171875,0.0,0.658203125,0.0,True,0.625,1.0,0.75,0.2578125,16,25,0,0,134,134,0,0.2279170272176561,7.818791805449634,0.353515625,614.0,True,True,e60b959722a82e1648e69946dedd9988ef9f5d49e4d50fb370e35c465fa8492b,239132375b5f584485f27976e3ecc1c5e6a08bee1ad5a943ea25e175b4491a39
l1a-gs-v2-026-c5d09bfafa,c5d09bfafa00fe0b500a4a31bb6132de6aad19810d04d3b066434d154c4ff4f5,26,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.5,1.0,0.0018,0.0206,0.0016480000000000002,0.017716,0.0028840000000000003,0.002385,4,0.00515,True,0.23633055710488796,0.0020451311002856864,0.15482988886940507,4.890300068242333,9.71054722668314,0.1554812671373675,4,5,0.005517986030914904,,512,0.658203125,0.6160768849569956,0.6979730953806861,0.080078125,0.26171875,0.0,0.658203125,0.0,True,0.625,1.0,0.75,0.2578125,16,25,0,0,134,134,0,0.2279170272176561,7.818791805449634,0.353515625,614.0,True,True,8434d0dc271f1eba9170063f12c54b03a29e08d57439228566695120f86e3480,a7160ee2bb36ef17579fecbd1c1208c0dfdd16206c64ade1c25b2b78ec669ab5
l1a-gs-v2-027-56d238c396,56d238c39688916a0ea793b281da9d66bd0198e25710714ec6bcacfccba6a395,27,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.3480479886844079,0.005245920139970707,0.5440487139023628,0.001632293135292661,0.0007102360034058842,0.0005309692626124818,0.0031754249051314225,1.2011239760897798,0.10066679282038331,0.03378713475969786,0.021138777216725746,0.001632293135292661,0.02098368055988283,0.0016786944447906263,0.018871320736352,0.0021123598235308293,0.0018964397834318719,4,0.005245920139970707,True,0.3610946053287228,0.02763296725804896,0.22775277478374645,8.242067261792394,11.509244669226028,0.1819523985412958,4,5,0.005396893809209435,,512,0.8125,0.776410178392972,0.8439354617802264,0.0625,0.125,0.0,0.8125,0.0,True,0.75,1.0,1.0,0.5,0,16,16,0,64,64,0,0.1592491723292234,1.3150719333401186,0.419921875,865.0,True,True,5b069d133b7df8538e31eee3224cdfff70c8ad0fd6fd50ab8aca0719c73b04a3,85f5e01417b25f9f1a71693d136fdd6642ac4f61f18ff0845601ffcae2e46517
l1a-gs-v2-028-8c0a501d9c,8c0a501d9c5615c75e76971eee2f2fcb1005d80f1e791078546931700cbfe32b,28,primary,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.0980479886844079,0.005645920139970707,0.5920487139023628,0.0017465788495783755,0.0007465996397695207,0.0005655846472278665,0.0032813072580725987,1.2300713445108327,0.11284070586386162,0.06826989338038736,0.05339684173285475,0.0017465788495783755,0.016937760419912122,0.0013550208335929698,0.015026491578376261,0.001911268841535861,0.002050299240159536,3,0.005645920139970707,True,0.37386544872433525,0.2681730621834722,0.2681730621834722,5.705853513733128,4.065008590679183,0.19838967218588519,3,4,0.004573960470030054,,512,0.75,0.71072470186089,0.7855518102776686,0.125,0.125,0.0,0.75,0.0,True,1.0,0.75,0.75,0.5,0,0,64,0,64,64,0,0.15978681635792844,1.032990550793052,0.439453125,997.0,True,True,69d85f6beda6fe86cea883dd1b74ca5de0a47dc878eea05a2a25b94e8170c664,b0cbdc31e323a9bc0dd726491d50958f9a51dad983ee56640af6e2632f167d54
l1a-gs-v2-029-3940e2552f,3940e2552f6380c21513f336c3be7ca9259cb44c754431dfc3c510e0d5665601,29,primary,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5980479886844079,0.0038459201399707074,0.6400487139023628,0.0018608645638640896,0.000782963276133157,0.0006002000318432511,0.0033871896110137757,1.2605422586382566,0.12501461890733986,0.10275265200107708,0.08565490624898375,0.0018608645638640896,0.01538368055988283,0.0012306944447906265,0.013460495597296824,0.0019231849625860047,0.0022069173175768547,4,0.0038459201399707074,True,0.26199310392187,0.011994965784334902,0.14362363562468095,8.135530992981076,17.118729756800736,0.17273982821589337,4,5,0.007847198285985941,,512,0.669921875,0.6280568977143601,0.7092560441298164,0.12890625,0.201171875,0.0,0.669921875,0.0,True,0.5,1.0,0.921875,0.2578125,33,33,0,0,103,103,0,0.22567116329048337,8.054862551144154,0.390625,600.5,True,True,eb4cb3ceff3eecf75ca6e99b348443904e7f5294d14af869d8bffcf229a17b07,a501593f70cca5659de7fb666441b00c99ed9b8be17fe93df55359242e26cd07
l1a-gs-v2-030-5f0cd58497,5f0cd584971a5b89e29526a82f01f515cae67393578f88bf999b1603e3373d3a,30,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.973047988684408,0.004745920139970708,0.6976487139023628,0.001975150278149804,0.0008193269124967934,0.0006348154164586358,0.003493071963954952,1.289489627059309,0.13718853195081812,0.1372354106217668,0.11791297076511276,0.001975150278149804,0.02372960069985354,0.0018983680559882831,0.020474171616061528,0.0032554290837920135,0.0023662940156838294,5,0.004745920139970708,True,0.3620624459858915,0.1567383486631373,0.20033351996002852,4.99881460747626,10.4793899246434,0.3867315612186133,5,6,0.005709926445396387,,512,0.5625,0.5192225235093373,0.6048466045253025,0.0625,0.375,0.0,0.5625,0.0,True,0.2578125,0.6796875,0.5625,0.75,32,0,0,0,192,192,0,0.20989103798569553,3.6854825835294274,0.306640625,839.5,True,True,e474c20c980a20231277bd8e1eb3b03d54136af3a57ee62ed3fc2d2e4f2297eb,b1d657adef82ac22ff76c2b0303a0fd2801760883c6055c7a540212be43bbd65
l1a-gs-v2-031-3e7a3b3509,3e7a3b3509f6fbe54757888bea6c04fc9f246696c1486b13041eba01473b7a08,31,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.4730479886844079,0.005945920139970707,0.5056487139023628,0.0021057625230477633,0.0008556905488604297,0.0006694308010740204,0.0035989543168961284,0.7684369954803617,0.14936244499429638,0.1717181692424563,0.15017103528124176,0.0021057625230477633,0.02378368055988283,0.0019026944447906263,0.020231291880495415,0.0035523886793874153,0.0025481860913659257,4,0.005945920139970707,True,0.18268059874624942,0.011344510849656592,0.11540734562573646,10.172967980301234,6.4398284012719555,0.11358132344776606,4,5,0.004203115186438212,,512,0.693359375,0.6521024640647736,0.7317364007923929,0.017578125,0.2890625,0.0,0.693359375,0.0,True,0.6875,1.0,0.75,0.3359375,8,1,0,0,148,148,0,0.25991275434258276,13.793086532255018,0.328125,528.5,True,True,94ed28cf971c0d150b06ec06786f98fb582899ea00e431787decef1ecc934957,f64e9cbbf50b792507073fb235df50bc47b459c98df1117b85c79a4f2218ba62
l1a-gs-v2-032-570ad83ba6,570ad83ba6c9ca1811458142f7034c40c0247823441c427586031efb3a7ad73e,32,primary,True,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.2230479886844079,0.004145920139970708,0.5536487139023628,0.0014200482373334775,0.000895359970348033,0.000704046185689405,0.003704836669837305,0.7973843639014143,0.16153635803777464,0.20620092786314603,0.18242909979737076,0.0014200482373334775,0.012437760419912123,0.00099502083359297,0.010428609899533137,0.0020091505203789868,0.0017355408153855046,3,0.004145920139970708,True,0.18476572664282065,0.12158169078952817,0.12158169078952817,22.233371790641478,16.34851413127765,0.051029720423126694,3,4,0.006947178333909824,0.0030557172033868177,512,0.73828125,0.6985321963804407,0.7744813542516229,0.12109375,0.140625,0.0,0.73828125,0.0,True,0.765625,0.7109375,1.0,0.4765625,30,32,0,0,72,72,0,0.3239974275114645,4.260498354488948,0.431640625,372.5,True,True,9b17de8fe075ffddce10f016a4f4d378f82d4407e77aa60a2d2b406c3fa52036,59310e457a90d1633402a2b1c1400aa0fd6c10f6e5acd313e85bc308e3928629
l1a-gs-v2-033-1f293d6cb7,1f293d6cb7d95040ce9c9f365c2a261335ef44dc9b08873962465c14d43794ef,33,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.7230479886844079,0.0050459201399707075,0.6016487139023629,0.0015343339516191916,0.0005317236067116695,0.0007386615703047896,0.003810719022778481,0.826331732322467,0.17423957164836068,0.24068368648383576,0.21468716431349977,0.0015343339516191916,0.025229600699853548,0.002018368055988284,0.020833605881051886,0.004395994818801663,0.0018937352474826265,5,0.005045920139970709,True,0.28335350182650876,0.1586725007613884,0.18397427672170893,7.9832510287929335,9.211211584507561,0.14161141800425828,5,6,0.005613867461311802,,512,0.720703125,0.6803077278941309,0.7578113804781904,0.0625,0.216796875,0.0,0.720703125,0.0,True,0.3828125,0.75,0.75,1.0,32,0,0,0,111,111,0,0.2627670683061914,4.816031256151007,0.392578125,632.0,True,True,4cc60991e2f74b7a3fc919769f518697da32edc437d1f3e8d401ee0419aa4316,9d413ed06b5b73629492c94076c030798be6d5480e6ea42bcd163e6f330a1feb
l1a-gs-v2-034-13a1a432e0,13a1a432e0ce4aa3e00927cfac8468a4dbf2f2eee550dfd124793e0a51cb8336,34,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.910547988684408,0.006245920139970707,0.6496487139023628,0.0016486196659049061,0.0005680872430753059,0.0007732769549201742,0.003916601375719658,0.8552791007435196,0.18641348469183894,0.27516644510452526,0.24694522882962877,0.0016486196659049061,0.031229600699853526,0.002498368055988282,0.02540798200785914,0.005821618691994388,0.002054688300269404,5,0.0062459201399707055,True,0.29969426213186934,0.20795449420412723,0.23108392849003423,10.217124038033578,8.335090769865156,0.25572842183528055,5,6,0.004268492933918855,,512,0.74609375,0.7066566039054261,0.7818655877309675,0.0625,0.19140625,0.0,0.74609375,0.0,True,0.484375,0.75,0.75,1.0,32,0,0,0,98,98,0,0.1860010557471322,1.9799132815242033,0.408203125,784.5,True,True,00e1ecb957b2fbebedbe19d81f7935b17f9c7c640f5413f4d22ed8986d468b6e,51294958ff2c443fd33531f52abd775433877e7e5103da0ad00bb143349f0ac6
l1a-gs-v2-035-6ca4a7f3c2,6ca4a7f3c25c58c63f4d9c22ac765255508ecb320c0aca101463487d0d902a83,35,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.4105479886844079,0.004445920139970708,0.6611687139023628,0.0017629053801906202,0.0006044508794389421,0.0003578923395355588,0.0022224837286608343,0.8842264691645723,0.1985873977353172,0.309649203725215,0.2792032933457578,0.0017629053801906202,0.01778368055988283,0.0014226944447906264,0.014252065715339551,0.00353161484454328,0.002218399973745836,4,0.004445920139970708,True,0.19353077996614207,0.0023247003006370047,0.11076699000278818,14.648936847694587,3.3505667002324255,0.060217672247338164,4,5,0.0068051612897969006,,512,0.767578125,0.7290817018650534,0.8020892525332476,0.02734375,0.205078125,0.0,0.767578125,0.0,True,0.734375,1.0,0.59375,0.7421875,14,0,0,0,105,105,0,0.30335529680981943,2.910070013872483,0.431640625,469.0,True,True,9c327245ca813f5cbeb6482f742b348f3de508fc5a46a3b48bdfa1f97fd85fdb,ba42ceacccd155ec761cdc9d82fd66dad507c36939831486dcdfb101170505e7
