case_id,design_id,sweep_index,batch,representative,classification,stage_count_selector,stage_pitch_m,magnet_axial_fraction,chamber_outer_radius_m,dielectric_thickness_m,radial_clearance_m,magnet_radial_thickness_m,source_strength_scale,exit_length_fraction,exit_expansion_descriptor,first_polarity_selector,wall_radius_m,chamber_length_m,injector_length_m,exit_start_m,exit_length_m,exit_outer_radius_m,stage_count,stage_pitch_represented_m,has_divergent_exit,bore_max_b_t,centreline_mid_abs_bz_t,centreline_abs_bz_peak_t,minimum_mirror_ratio,stage_gradient_rms_t_per_m,field_energy_j,axis_cusp_count,axis_null_count,interpolation_b_relative_rms,cross_resolution_b_relative_rms,trials_2N,p_wall_2N,p_wall_2N_lower,p_wall_2N_upper,p_escape_2N,p_reflected_2N,p_timeout_2N,p_wall_N,convergence_change,converged,p_wall_2N_cell1,p_wall_2N_cell2,p_wall_2N_cell3,p_wall_2N_cell4,escape_upstream_anode_plane_2N,escape_exit_plane_2N,escape_divergent_section_radial_2N,escape_unclassified_2N,reflections_N,reflections_2N,timeouts_2N,mu_variation_median,mu_variation_max,tolerance_close_share,steps_median_2N,structural_gates_passed,gates_passed,accepted_field_identity_sha256,orbit_artifact_2N_sha256
l1a-gs-v2-036-b84b580964,b84b5809644abc5a20bd1bebff3fab3d441fa376facd63e47372a7cf8599afb5,36,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.1605479886844079,0.005345920139970707,0.7091687139023628,0.0018771910944763346,0.0006408145158025786,0.00039517044604443454,0.002328366081602011,0.9131738375856249,0.21076131077879548,0.3441319623459047,0.3114613578618868,0.0018771910944763346,0.016037760419912124,0.00128302083359297,0.01265762101185516,0.003380139408056965,0.002384870267911924,3,0.005345920139970707,True,0.23775032397497417,0.1512391923397677,0.1512391923397677,9.024499338457321,3.149260877983053,0.07817766853753498,3,4,0.004945080497797996,,512,0.7109375,0.6702148838921917,0.7485184232247171,0.0625,0.2265625,0.0,0.7109375,0.0,True,1.0,0.5625,1.0,0.28125,0,32,0,0,116,116,0,0.26244335768799976,9.077271706990489,0.345703125,682.0,True,True,7e6c244334e5d1eb5c250337f762c2b9a716a3c207746439ff10fb9adc182136,040df73208b140567aa2397a9ea550d0db943aef8ca26677e73979d89487f698
l1a-gs-v2-037-4de0233d45,4de0233d4576a02b16524fc342632f2307e7c541b2c76f76562515799c36926a,37,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.6605479886844079,0.005479253473304041,0.5171687139023629,0.001991476808762049,0.0006771781521662149,0.00042978583065981916,0.0024342484345431874,0.9421212060066775,0.2229352238222737,0.3786147209665942,0.343719422378016,0.001991476808762049,0.021917013893216163,0.0017533611114572932,0.017030939495416134,0.004886074397800028,0.0025540991827676662,4,0.005479253473304041,True,0.19876949374746763,0.013581115210474377,0.11241198501213974,8.277080583591728,3.9320595217574,0.08577538569403187,4,5,0.00477956100435591,,512,0.78515625,0.7475262289010062,0.8185391677570372,0.0,0.21484375,0.0,0.78515625,0.0,True,0.8671875,1.0,0.5234375,0.75,0,0,0,0,110,110,0,0.30287984313823296,3.9736935084370457,0.40625,520.5,True,True,c390666e423ec30a08633c4aa69e73bde57588eac6b0f08929a7035e3bb185f3,c049e1dbedb1f9e7e50c7f9a973743da6cb0b61955476cf8424aa79561d1cb3a
l1a-gs-v2-038-474b968ed6,474b968ed6f4fb2e93bcf0c37cae4d636997c3602ff0d1b513881e6bc22f1d67,38,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.035547988684407894,0.006379253473304041,0.5651687139023628,0.002122089053660008,0.0007135417885298513,0.0004644012152752038,0.002540130787484364,0.9710685744277301,0.23510913686575197,0.41309747958728393,0.375977486894145,0.002122089053660008,0.019137760419912123,0.00153102083359297,0.014638298086043031,0.0044994623338690904,0.0027472227855433588,3,0.006379253473304041,True,0.20839989693378802,0.14396403787646309,0.14396403787646309,4.896334001074231,4.1164452633465665,0.11192032297803524,3,4,0.003735008528862678,,512,0.697265625,0.6561215071994437,0.7354716781598878,0.01171875,0.291015625,0.0,0.6953125,0.001953125,True,1.0,0.4921875,1.0,0.296875,0,6,0,0,150,149,0,0.2566589252143934,6.7071476592393795,0.337890625,654.0,True,True,7b65fbbc488a72523bd53571ec6be878b746104126757dfdd7e01aae8d5232ea,163ddc4976b609012cf0c8fb1611ad1f79a5b2da6021061eda992a437a851f1b
l1a-gs-v2-039-df1626ab7e,df1626ab7e2f1e29cbdaf4823104701ff9496d34ebc51d30c4937e276f2379cb,39,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5355479886844079,0.004579253473304041,0.6131687139023628,0.0014363747679457222,0.0007499054248934876,0.0004990165998905884,0.00264601314042554,1.0000159428487827,0.24728304990923022,0.4487692988500664,0.408235551410274,0.0014363747679457222,0.018317013893216164,0.0014653611114572931,0.013787526832471928,0.0045294870607442365,0.0018774412972615054,4,0.004579253473304041,True,0.22665290792851783,0.022031190839954425,0.15269549821870387,6.9308781049540285,7.5600524372699205,0.09494875301928651,4,5,0.006906717907088411,,512,0.77734375,0.7393174041291233,0.8112393515245901,0.021484375,0.201171875,0.0,0.78125,0.00390625,True,0.8046875,1.0,0.3203125,0.984375,8,0,3,0,102,103,0,0.26603402519348457,10.64225028341487,0.3515625,473.0,True,True,e85a244a1854f4a6bffcb753e6c8a7df5c09961a9be3d456140323ffa69c3989,a1b9b7db26cf87b941c9b59810b2ea1796295e6dd2743cac04c825242462518a
l1a-gs-v2-040-827cdb9c2a,827cdb9c2ac919fb062a39f418a0cedfa9aa76d556fe136bed4a3551987ea10e,40,primary,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.2855479886844079,0.005779253473304041,0.6707687139023628,0.0015506604822314366,0.000786269061257124,0.000533631984505973,0.002751895493366717,1.0289633112698353,0.25945696295270854,0.48325205747075606,0.44049361592640324,0.0015506604822314366,0.017337760419912123,0.00138702083359297,0.012839357756960046,0.004498402662952076,0.0020455355085330796,3,0.005779253473304041,True,0.28345116055493763,0.21099986098159934,0.21099986098159934,9.113958602144972,12.0093558666318,0.13274797104775,3,4,0.004543452990932521,,512,0.74609375,0.7066566039054261,0.7818655877309675,0.0,0.25390625,0.0,0.74609375,0.0,True,1.0,0.4296875,1.0,0.5546875,0,0,0,0,130,130,0,0.24292325289752642,5.713297580426602,0.33984375,813.5,True,True,974d5f537113cb0a4900fea7b7ba78b7a02ff0d9d845a152190782e8f9bd71bd,b7975bb8343bed64e7eae9bcd48da23c3fe8622e3a4a3639e3e385d1e6f14f53
l1a-gs-v2-041-b62c5d7163,b62c5d7163459220d5a3497ddbf0149153346ffe11bf52492538675bbc5c5cbc,41,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.7855479886844079,0.00397925347330404,0.7187687139023629,0.0016649461965171507,0.0008226326976207604,0.0005682473691213576,0.002857777846307893,1.0579106796908881,0.2716308759961868,0.5177348160914457,0.47379226316885886,0.0016649461965171507,0.019896267366520202,0.0015917013893216162,0.014491826832697976,0.005404440533822227,0.0022163883404943087,5,0.00397925347330404,True,0.22501488745682718,0.08789460008705918,0.11982059427023245,3.494988781486344,17.13936020356593,0.15140848558474987,5,6,0.007458892922706184,,512,0.724609375,0.6843511409609954,0.761522287913491,0.125,0.150390625,0.0,0.724609375,0.0,True,0.3984375,1.0,1.0,0.5,32,0,32,0,77,77,0,0.3048934826276601,2.9791966533575933,0.40625,509.5,True,True,90de307cd390fed2445f29cd07823f315d28ef1d20a91299a9c83695a5299bb6,a8535eddd81f5dc9add8089759c48a3a8938a7861b72bef0db384faccbacc50b
l1a-gs-v2-042-ae9a80d120,ae9a80d1204f066a5fd38d7819d0413fc4b4f12744a565259708cc11fc786e2f,42,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.832422988684408,0.004879253473304041,0.5267687139023628,0.001779231910802865,0.0008589963339843967,0.0006028627537367422,0.00296366019924907,1.0868580481119405,0.0038047890396649647,0.5522175747121354,0.5060503276849879,0.001779231910802865,0.024396267366520206,0.0019517013893216165,0.024396267366520206,0.0,0.001779231910802865,5,0.004879253473304041,False,0.2843151279369168,0.14921458770662827,0.17106785846157957,4.461355803098482,11.123992711191354,0.14831976370770417,5,6,0.00578062317895819,,512,0.67578125,0.6340574484782849,0.7148869741191392,0.00390625,0.3203125,0.0,0.67578125,0.0,True,0.3515625,0.6015625,0.75,1.0,2,0,0,0,164,164,0,0.24043476065297897,6.638457106064541,0.333984375,590.5,True,True,210a64a7bdf2b2b895a23dd01e4fa4b3c6c82a7794950662af7e4136b5788fe5,63c0c64cae919efe2bea826db8e002e3b88962478b1dac5c3b275b6ba140ab8b
l1a-gs-v2-043-b585cd28ea,b585cd28ea90caa0e5b91640e68345e42081518d79eb8270da50efbf231fb9ab,43,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.3324229886844079,0.0060792534733040415,0.5747687139023628,0.0018935176250885794,0.0008986657554719999,0.0006374781383521269,0.003069542552190246,1.1158054165329934,0.01597870208314328,0.586700333332825,0.5383083922011169,0.0018935176250885794,0.018237760419912125,0.00145902083359297,0.017946344679498606,0.00029141574041351793,0.002566369866485733,3,0.0060792534733040415,True,0.2654863750380336,0.18054079579617383,0.18054079579617383,5.4018173819714725,7.551009380135563,0.18454614705070102,3,4,0.00381401166615451,,512,0.841796875,0.8076567590928229,0.8708462848466129,0.013671875,0.14453125,0.0,0.841796875,0.0,True,1.0,0.75,0.671875,0.9453125,0,0,7,0,74,74,0,0.2016472774169476,2.6675064116116847,0.412109375,771.0,True,True,2a6a9f537c5f17352d76c9796286d6f208cc5e555c01820032442514e8718851,25258b7d116836be6017f43620f0a61b4ba27a055440be75d4e5602beeb07f39
l1a-gs-v2-044-2f03fc2fb5,2f03fc2fb543c4e420312c339f606d8607dc08353e380c2627a3ebca94aa7c61,44,primary,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.0824229886844079,0.004279253473304041,0.6227687139023629,0.0020078033393742937,0.0005350293918356364,0.0006720935229675114,0.0031816532788338445,1.144752784954046,0.028152615126621535,0.6211830919535147,0.5705664567172459,0.0020078033393742937,0.012837760419912123,0.0010270208335929698,0.012476343891722561,0.00036141652818956125,0.0027454985605159282,3,0.004279253473304041,True,0.25806949348895747,0.12778002670146413,0.12778002670146413,3.9352273960035427,17.692947617028377,0.12567264811977255,3,4,0.005776087444033832,,512,0.62109375,0.5783188624340109,0.6620650731331034,0.21484375,0.1640625,0.0,0.62109375,0.0,True,0.625,0.75,0.59375,0.515625,48,34,28,0,84,84,0,0.2336570044739335,2.47550395354854,0.3671875,709.0,True,True,47a792aa209b261f25d4b240ea7d735c401d44b572ca122664ae540807ddb9da,25b687347859f47f24c60b9bdde42cc1d782641b7e891313c83c5c19629b8ecb
l1a-gs-v2-045-d52f4d6a1a,d52f4d6a1a85bf9bdf14abf0d240b149c1c1fa0f50a7454cfb165d8e4980e147,45,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5824229886844079,0.005179253473304041,0.6803687139023628,0.0021384155842722533,0.0005713930281992727,0.0007067089075828961,0.0032875356317750215,1.1737001533750986,0.04032652817009979,0.6556658505742043,0.6028245212333749,0.0021384155842722533,0.020717013893216164,0.001657361111457293,0.019881568648851034,0.0008354452443651303,0.002949908047443141,4,0.005179253473304041,True,0.26046551724547207,0.007219728600586791,0.15390565987185936,6.169306344171699,15.093960602758344,0.29050410911781416,4,5,0.005094990482510898,,512,0.75,0.71072470186089,0.7855518102776686,0.1875,0.0625,0.0,0.75,0.0,True,0.5,1.0,1.0,0.5,32,32,32,0,32,32,0,0.1616154355431238,0.6912231823080891,0.388671875,791.0,True,True,b63e30f3655b281ecd2ead91f80725381fd777950605e4f5567ad56747b1731e,3e0f4fd0a50e285f0b95e8b050456188efb55b0186f86dd323a82214e1f5a5b6
l1a-gs-v2-046-1d0bed7f4c,1d0bed7f4c52503197b31162309f5204f9d5336d26d5aefb8edc6da6adba5ffd,46,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.957422988684408,0.005579253473304041,0.48836871390236286,0.0014527012985579672,0.000607756664562909,0.0007413242921982807,0.0033934179847161976,1.2026475217961512,0.05250044121357804,0.690148609194894,0.635082585749504,0.0014527012985579672,0.027896267366520205,0.0022317013893216166,0.026431701021565956,0.0014645663449542495,0.0020215094166130512,5,0.005579253473304041,True,0.29298383971367986,0.19550346410658478,0.21820062793003764,5.3944452241823395,9.381137701628559,0.2389567829078964,5,6,0.005053519580048083,,512,0.478515625,0.4355672416399762,0.5217839955981164,0.1015625,0.419921875,0.0,0.478515625,0.0,True,0.296875,0.3671875,0.75,0.5,20,18,14,0,215,215,0,0.3467449481884383,7.799710021053714,0.263671875,394.0,True,True,e6d8a7d675a9d82252d21c8240e5aae0c4dcbb212010e0ef088b365dff454028,740c697eda70f712002a74f7390660efdf04644c50c4570b3c8bbc8731d94aff
l1a-gs-v2-047-e3196a8aa5,e3196a8aa552b35cb00047e63ff919cd8a027427e85b5b27994db9530a08f360,47,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.4574229886844079,0.006479253473304041,0.5363687139023628,0.0015669870128436816,0.0006441203009265455,0.0007759396768136653,0.003499300337657374,1.2315948902172038,0.0646743542570563,0.7246313678155836,0.667340650265633,0.0015669870128436816,0.025917013893216163,0.002073361111457293,0.02424084775540125,0.001676166137814912,0.002199455844633394,4,0.006479253473304041,True,0.33555949923302153,0.003389190729009642,0.2500501552295325,6.4100792619563745,10.107429896570382,0.321141275573999,4,5,0.004015729057902179,,512,0.8125,0.776410178392972,0.8439354617802264,0.0625,0.125,0.0,0.8125,0.0,True,0.75,1.0,1.0,0.5,0,0,32,0,64,64,0,0.13243369402197303,1.0980736947174614,0.40625,991.0,True,True,d8593c0bcae1ec331cff24d040257ff518b6c9c5c44b00c0269f49cd4cec9357,0bcdc3c7823e16712aecb8116c08e97c6b00c320e9709d2ccc2dd5742d7b8b58
l1a-gs-v2-048-9e4abaf530,9e4abaf530d2cf7ef1091d508745597244b48c096b544b96bebda15da53c24b9,48,primary,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.2074229886844079,0.004679253473304041,0.5843687139023628,0.0016812727271293957,0.0006804839372901818,0.00036055506142904987,0.0036051826905985507,1.2620658043446276,0.07684826730053461,0.7591141264362733,0.699598714781762,0.0016812727271293957,0.014037760419912124,0.00112302083359297,0.012958982854861852,0.001078777565050272,0.0023801608933433915,3,0.004679253473304041,True,0.361049906194632,0.22708493048687994,0.22708493048687994,3.9361976095714635,16.44110032872258,0.16913822534664122,3,4,0.005627721986002188,,512,0.708984375,0.6681989605831526,0.7466571862826736,0.166015625,0.125,0.0,0.708984375,0.0,True,0.8359375,0.75,0.75,0.5,21,23,41,0,64,64,0,0.17739105335035762,0.8873578290667242,0.38671875,858.5,True,True,6450d53bbae27f9e92d5458623a2597bc5b7492dea1c36139217d1e00055110a,5e53189de1444c3123c9f56829b589c227760d63f53bff5d536f485894345704
l1a-gs-v2-049-cf0a7d1028,cf0a7d102801356eda0209715e49a4ff0520cdf87f8737dfaff491a2becd3214,49,primary,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.7074229886844079,0.005879253473304041,0.6323687139023628,0.0017955584414151102,0.0007168475736538182,0.00039783316793792566,0.003711065043539727,1.2910131727656804,0.08902218034401281,0.793596885056963,0.7318567792978912,0.0017955584414151102,0.029396267366520207,0.0023517013893216165,0.026779347551577026,0.0026169198149431803,0.0025636245627430453,5,0.005879253473304041,True,0.3772269679211108,0.24512318109607903,0.27888235782659976,5.698463704861393,11.135011362019158,0.5060091889630622,5,6,0.004555965940642189,,512,0.375,0.3341426983074157,0.417719045623305,0.07421875,0.55078125,0.0,0.375,0.0,True,0.2578125,0.5390625,0.4453125,0.2578125,32,6,0,0,282,282,0,0.2485371105546722,6.940458621195344,0.189453125,631.5,True,True,57e453c5ed6deb27c093071a91d5c7d31111b067fb1f7e0c6ac05d653b42ff11,39d8118ca99b905538736bd7e13b0e1b721c0118701d8edab90c1709fa6faa0c
l1a-gs-v2-050-012aa2a74e,012aa2a74e86dbc612de4439e2327d22a148f2d1d1a31d26c5541ba22e1e8cda,50,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.894922988684408,0.0040792534733040415,0.6899687139023628,0.0019098441557008244,0.0007532112100174545,0.0004324485525533103,0.0038169473964809035,0.7699605411867328,0.10119609338749112,0.8280796436776525,0.7641148438140202,0.0019098441557008244,0.020396267366520206,0.0016317013893216166,0.01833224478934159,0.0020640225771786165,0.0027498468528323527,5,0.0040792534733040415,True,0.18803592148210788,0.058189818739710644,0.08842426517462111,3.9609577615084213,12.62991390260115,0.11557885498780439,5,6,0.00656644398383706,,512,0.4296875,0.38748873972239056,0.47293349123863987,0.05859375,0.51171875,0.0,0.4296875,0.0,True,0.2734375,0.5625,0.40625,0.4765625,28,2,0,0,262,262,0,0.41983084350855754,25.225749648832863,0.19140625,338.0,True,True,4a74157b607d186dd1fae04bc8b18b34729cbc7d2af23b313d3c8e5a61917a38,9353ec5e0efc663bbd5535405df1111a7c6d8024edd31af02c1aea4ed3e45d38
l1a-gs-v2-051-d243e11351,d243e1135156de88bfbc5c15b20179913fb1faf89d7c5d101c576968934e24a0,51,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.3949229886844079,0.00497925347330404,0.4979687139023628,0.002024129869986539,0.0007895748463810909,0.00046706393716869484,0.00392282974942208,0.7989079096077856,0.11337000643096931,0.8625624022983422,0.7963729083301492,0.002024129869986539,0.01991701389321616,0.001593361111457293,0.01765902190005654,0.0022579919931596214,0.0029388277636113167,4,0.00497925347330404,True,0.16234560176099436,0.006637604832617076,0.08951148657829695,6.335037392200456,8.243102942358552,0.09941988354851815,4,5,0.005210971403454499,,512,0.70703125,0.6661839068195801,0.7447950797951639,0.125,0.16796875,0.0,0.70703125,0.0,True,0.5,1.0,0.984375,0.34375,32,32,0,0,86,86,0,0.3053853091977651,5.666776653495201,0.388671875,462.5,True,True,d2a714e6688b35723f6ad7ff2a31506ddc0e02e241749270dbc3b996da8e05bc,f31956deb13b755f906c50fa41782fa98ae65d86e6054ba7de6a0d440daf4c80
l1a-gs-v2-052-e117399e75,e117399e757bf183c139bdd80bf2c90cf0039c3d36c5ee1d280ea51e3e2c30d8,52,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.1449229886844079,0.006179253473304041,0.5459687139023628,0.002154742114884498,0.0008259384827447272,0.0005016793217840795,0.0022287121023632566,0.8278552780288382,0.12554391947444762,0.897045160919032,0.8286309728462782,0.002154742114884498,0.018537760419912123,0.0014830208335929699,0.016210457318518074,0.00232730310139405,0.003154468777632125,3,0.006179253473304041,True,0.12107417278393018,0.08300685076724863,0.08300685076724863,7.171220139601296,4.259931621952098,0.06503430663197288,3,4,0.0037050243197968725,,512,0.744140625,0.7046240394693286,0.7800209919159826,0.0859375,0.169921875,0.0,0.744140625,0.0,True,0.984375,0.7421875,0.75,0.5,2,4,38,0,87,87,0,0.3559043205037602,3.4133433365771055,0.439453125,367.5,True,True,0537fc7c259cbd8eb6cf17bb2fd7863100ddc1f1eaf2a38964c455424b6f9383,65532c7d410f07c31c242c7ada9c6f0a046ba0533ffa33876c3fcd221ad6267f
l1a-gs-v2-053-e22999f79a,e22999f79ab7e5913ca89974d620def2897081672e544adcff0bcefebab48505,53,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.6449229886844079,0.004379253473304041,0.5939687139023628,0.0014690278291702122,0.0008623021191083637,0.0005362947063994641,0.0023345944553044328,0.8568026464498908,0.13771783251792588,0.9315279195397215,0.8608890373624072,0.0014690278291702122,0.017517013893216166,0.0014013611114572933,0.01510460870765604,0.002412405185560125,0.0021683361566542524,4,0.004379253473304041,True,0.12637909198849323,0.009607085016987534,0.08215291155421875,5.1542327973474915,9.187673209153573,0.05718385011625035,4,5,0.0071541333706230436,,512,0.6640625,0.6220634071881622,0.7036180539027669,0.087890625,0.248046875,0.0,0.6640625,0.0,True,0.5625,1.0,0.7578125,0.3359375,26,19,0,0,127,127,0,0.3849520103641927,8.501949578765048,0.365234375,272.5,True,True,98cf95c0b7401c9b2536eec7ca54e420e15eab730f0d5f166bf22d12d4a35833,124cebfea00082e9f3d7717b1826654044198970ffe4c9fd6ff975b52c21c441
l1a-gs-v2-054-58f94d4676,58f94d4676b809f32c108bfaa7d85986c07778de2cfa66df09836b2be1d22bb5,54,primary,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.019922988684407894,0.00527925347330404,0.6419687139023629,0.0015833135434559263,0.0005019715405959669,0.0005709100910148488,0.0024404768082456098,0.8857500148709434,0.14989174556140414,0.9660106781604113,0.8931471018785362,0.0015833135434559263,0.015837760419912122,0.0012670208335929698,0.013463810864788176,0.002373949555123945,0.002356134801423363,3,0.00527925347330404,True,0.20696487368530866,0.14413474668892862,0.14413474668892862,6.954094901487797,9.097227045961054,0.07116136712012835,3,4,0.005025705521800332,,512,0.77734375,0.7393174041291233,0.8112393515245901,0.0625,0.16015625,0.0,0.779296875,0.001953125,True,1.0,0.7421875,0.8671875,0.5,0,12,20,0,81,82,0,0.2794688571478151,2.9051206552122886,0.4375,506.0,True,True,9ed7f808b287ae446080003d1674f84db61e8e142020f133edb32df91af4a38d,ea4d462cb5e66499a7fc4dea4c49a1a63cc4918f5de3b6c1a6c146bdd5325daa
l1a-gs-v2-055-a7ac306811,a7ac306811791acb03d758b7cf4dc88c348811133f0e8e05f70579cb512bb749,55,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.5199229886844079,0.0056792534733040405,0.6995687139023627,0.0016975992577416407,0.0005383351769596034,0.0006055254756302333,0.002546359161186786,0.914697383291996,0.16206565860488245,0.0004934367811009199,0.9254051663946653,0.0016975992577416407,0.022717013893216162,0.001817361111457293,0.01903536607507582,0.003681647818140342,0.0019525323266725554,4,0.0056792534733040405,True,0.25235379560278914,0.01779392740787894,0.1848153870862956,8.09294702496333,8.201521015477645,0.11954602254864605,4,5,0.005186124238405706,,512,0.7578125,0.7188729901641424,0.7929121629787461,0.0,0.2421875,0.0,0.7578125,0.0,True,0.7578125,1.0,0.75,0.5234375,0,0,0,0,124,124,0,0.22799895855702992,5.817548705656933,0.388671875,707.5,True,True,769e5589f91f07388fc086dbfd44c452d02bb2e116763f48fcdafc6001988897,790b959b5b0f944acd58dc1d05169dd555d629ec1c0f54955397e33181950ade
l1a-gs-v2-056-87997ee6f2,87997ee6f2adee201a130d257d5974d71cf98390520607c05223422b77cf1e9d,56,primary,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.2699229886844079,0.003879253473304041,0.5075687139023628,0.001811884972027355,0.0005746988133232397,0.000640140860245618,0.002652241514127962,0.9436447517130487,0.17476887221546844,0.034976195401790644,0.9576632309107944,0.001811884972027355,0.011637760419912123,0.0009310208335929699,0.009603842156210265,0.002033918263701858,0.002105848212820977,3,0.003879253473304041,True,0.19292346621429995,0.0977675038872448,0.0977675038872448,3.4239160422491133,13.981097935600861,0.03811562944467915,3,4,0.006943067044903173,,512,0.689453125,0.6480867473996945,0.7279977969553069,0.107421875,0.203125,0.0,0.689453125,0.0,True,0.828125,0.59375,1.0,0.3359375,22,33,0,0,104,104,0,0.3495098483971745,4.8690120458664685,0.40234375,466.5,True,True,d980fd9c25e923baa5e6515a69c169642a25351c3e7a68ca54abd35628e95bcf,fdc34a5010b638ec4adcc78a9067a6741721778a5df1d98757bb82feb3e1b512
l1a-gs-v2-057-68965a0576,68965a05763ccf038102a39316e3cc535dd8cdb84425ad62a0a172d680eac1ef,57,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.7699229886844079,0.004779253473304041,0.5555687139023628,0.0019261706863130691,0.0006110624496868761,0.0006747562448610027,0.0027581238670691386,0.9725921201341013,0.1869427852589467,0.06945895402248015,0.9899212954269234,0.0019261706863130691,0.023896267366520202,0.0019117013893216162,0.01942903258773044,0.0044672347787897615,0.0022619227196590532,5,0.004779253473304041,True,0.24393764525617026,0.10665439115257214,0.126075945944303,5.610850364316535,10.177122012340828,0.12046007963606768,5,6,0.005492284597711646,,512,0.73046875,0.6904231293083547,0.767081780319379,0.0625,0.20703125,0.0,0.732421875,0.001953125,True,0.328125,0.75,0.84375,1.0,32,0,0,0,105,106,0,0.25810153965565735,6.041732076653841,0.412109375,612.5,True,True,52cbacbda70e717205e64a26b014046f01c1feb52e22f7367f1c61497591f85f,7cc81fceda389792f4f8624b76e14bb68a5c77d8f3af2d0d9fd50ceab8e93a40
l1a-gs-v2-058-132b3d1a44,132b3d1a44c7853d6b7224f1c5a0cc25a0c0599943c003215f30f4b74399c486,58,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.863672988684408,0.00597925347330404,0.6035687139023629,0.0020404564005987837,0.0006474260860505124,0.0007093716294763871,0.002864006220010315,1.0015394885551538,0.19911669830242493,0.10394171264316987,0.022179359943052424,0.0020404564005987837,0.0298962673665202,0.002391701389321616,0.023943421316932167,0.0059528460495880346,0.0024207558471867853,5,0.00597925347330404,True,0.2549861506387743,0.15117170086593018,0.16892744502899065,7.016453227817607,5.738918955548875,0.22224628721282103,5,6,0.004285831330261738,,512,0.7890625,0.7516376331702338,0.8221820839899746,0.0625,0.1484375,0.0,0.7890625,0.0,True,0.40625,0.75,1.0,1.0,32,0,0,0,76,76,0,0.19470672933507444,2.335686159207436,0.39453125,762.0,True,True,c28341cc9c4924f00b7febad5b2ac1cab378c7bfdfd8c66a19bc0f963ffa5b6e,5643296d81be36f9469c353d5d6b98be032f90ab1f2924b4d96a6c2cf541bde0
l1a-gs-v2-059-06306f4e8d,06306f4e8d4630d8f715525445c36d7b0469dcc15c3e4f59aa0a859b6561613f,59,extension,False,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,0.3636729886844079,0.004179253473304041,0.6515687139023628,0.0020591152927270633,0.0006837897224141488,0.0007439870140917718,0.0029698885729514918,1.0304868569762067,0.2112906113459032,0.1384244712638596,0.05443742445918143,0.0020591152927270633,0.016717013893216164,0.001337361111457293,0.013184865807840562,0.003532148085375601,0.0024677437676195978,4,0.004179253473304041,True,0.2183075013394626,0.008157261122754524,0.10475792926821283,11.31357788618179,12.456790735969127,0.12577356221017125,4,5,0.006513140075182068,,512,0.68359375,0.6420693344375218,0.7223837291642322,0.08203125,0.234375,0.0,0.68359375,0.0,True,0.515625,1.0,0.515625,0.703125,42,0,0,0,120,120,0,0.26495373133282146,3.3302657999041383,0.35546875,538.5,True,True,a4e6e739dc2ee5f5c12d95026c20bc39ea9a21de701317d68c793c839ff16690,cf56391f84f9c820315996011044f1a611f766ef9facbb9a0a7896c74441cd34
