design_key,design_id,set_id,label,sweep_index,representative,cell_id,cell_index,kind,position_class,z_start_m,z_end_m,length_m,launch_z_m,wall_area_m2,start_cusp_z_m,end_cusp_z_m,length_over_pitch,wall_mirror_ratio,axis_mirror_ratio,wall_b_min_t,axis_bz_peak_t,boundary_ambiguous,short_cell,launch_plane_inside_injector_zone,stage_count_selector,stage_pitch_m,magnet_axial_fraction,chamber_outer_radius_m,dielectric_thickness_m,radial_clearance_m,magnet_radial_thickness_m,source_strength_scale,exit_length_fraction,exit_expansion_descriptor,first_polarity_selector,wall_radius_m,chamber_length_m,injector_length_m,exit_start_m,stage_count,stage_pitch_represented_m,has_divergent_exit,bore_max_b_t,interpolation_b_relative_rms,cross_resolution_b_relative_rms,n_stage1,wall_stage1,wilson_width_stage1,topped_up,n_stage2,wall_stage2,n_final,wall_final,reflected_final,escape_final,timeout_final,p_wall,p_wall_lower,p_wall_upper,p_reflected,p_escape,p_timeout,wilson_width_final,binomial_floor,jeffreys_floor,surrogate_ready,n_control,wall_N_control,wall_2N_control,delta_p_control,discordant_control,design_p_wall_area_weighted,design_p_wall_launch_weighted,design_control_delta_p,design_timestep_passed,v1_p_wall_2N,sealed,structural_gates_passed,accepted_field_identity_sha256,catalogue_accepted_field_identity_sha256
l1a-gs-v2-019-9166fdf853,9166fdf8533d850abfdef128d02d48c523da4bcb2dd1d86a1e20eec677b62e24,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,19,False,cell-01,0,anode_partial,anode_side,0.0,0.005008056869849079,0.005008056869849079,0.0025040284349245397,5.663978881587994e-05,,0.005008056869849079,0.972438227155161,1.277038327782704,0.6282317078877377,0.05138740875197607,0.10445778160792303,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,0.75,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.17292479788162352,0.005517986030914998,0.0022134019341322813,128,125,0.05864132865467675,False,0,0,128,125,0,3,0,0.9765625,0.9333562549485678,0.9919975836032445,0.0,0.0234375,0.0,0.05864132865467675,0.01337213275159097,0.014360223193099752,True,16,14,14,0.0,0,0.9334418301577497,0.7109375,0.0,True,0.666015625,True,True,f6027979ff3f5921e378ef95b2261d6a49dbc35c7c1b039382492aa669cbb4c8,093ec570065505291e8423d77e0f9019ba56945750095332fdcb3c5f01074995
l1a-gs-v2-019-9166fdf853,9166fdf8533d850abfdef128d02d48c523da4bcb2dd1d86a1e20eec677b62e24,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,19,False,cell-02,1,interior,interior,0.005008056869849079,0.010300652063986056,0.005292595194136977,0.0076543544669175675,5.985784144917134e-05,0.005008056869849079,0.010300652063986056,1.0276883872110636,1.0,0.5797071055733436,0.0656236905417098,0.11320145968679557,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,0.75,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.17292479788162352,0.005517986030914998,0.0022134019341322813,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9334418301577497,0.7109375,0.0,True,0.666015625,True,True,f6027979ff3f5921e378ef95b2261d6a49dbc35c7c1b039382492aa669cbb4c8,093ec570065505291e8423d77e0f9019ba56945750095332fdcb3c5f01074995
l1a-gs-v2-019-9166fdf853,9166fdf8533d850abfdef128d02d48c523da4bcb2dd1d86a1e20eec677b62e24,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,19,False,cell-03,2,interior,interior,0.010300652063986056,0.01559246359192356,0.005291811527937503,0.012946557827954808,5.984897839326085e-05,0.010300652063986056,0.01559246359192356,1.027536219016991,1.0,0.5770309280547685,0.06541594182690963,0.11336643955538674,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,0.75,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.17292479788162352,0.005517986030914998,0.0022134019341322813,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9334418301577497,0.7109375,0.0,True,0.666015625,True,True,f6027979ff3f5921e378ef95b2261d6a49dbc35c7c1b039382492aa669cbb4c8,093ec570065505291e8423d77e0f9019ba56945750095332fdcb3c5f01074995
l1a-gs-v2-019-9166fdf853,9166fdf8533d850abfdef128d02d48c523da4bcb2dd1d86a1e20eec677b62e24,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,19,False,cell-04,3,exit_partial,exit_side,0.01559246359192356,0.017716,0.0021235364080764395,0.01665423179596178,2.4016630965276238e-05,0.01559246359192356,,0.4123371666167844,1.004292740203355,0.628374112118284,0.06513632849089782,0.10410349593554842,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,0.75,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.17292479788162352,0.005517986030914998,0.0022134019341322813,128,64,0.17069550747898554,True,384,192,512,256,128,128,0,0.5,0.45685206921855137,0.5431479307814486,0.25,0.25,0.0,0.08629586156289726,0.02209708691207961,0.02209708691207961,False,64,33,33,0.0,0,0.9334418301577497,0.7109375,0.0,True,0.666015625,True,True,f6027979ff3f5921e378ef95b2261d6a49dbc35c7c1b039382492aa669cbb4c8,093ec570065505291e8423d77e0f9019ba56945750095332fdcb3c5f01074995
l1a-gs-v2-020-b517ae2748,b517ae27489366cdf22a9e5793c27035a84555b2715109b908282214d320bebb,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,20,False,cell-01,0,anode_partial,anode_side,0.0,0.005008056869849081,0.005008056869849081,0.0025040284349245405,5.663978881587996e-05,,0.005008056869849081,0.9724382271551614,1.2770383277826918,0.6282317078877376,0.08907150850342616,0.18106015478706686,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.3,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.2997363163281446,0.00551798603091538,0.0022134019341326734,128,125,0.05864132865467675,False,0,0,128,125,0,3,0,0.9765625,0.9333562549485678,0.9919975836032445,0.0,0.0234375,0.0,0.05864132865467675,0.01337213275159097,0.014360223193099752,True,16,16,16,0.0,0,0.9334418301577497,0.7109375,0.0,True,0.658203125,True,True,57369f45d6a5192cfd1146d0570a1370398fb7192bab17f629a7748c7c806e1d,f66921c632a71d441df446e271c8a2118c9498e00e5c2d4e8e2976b5df0f7415
l1a-gs-v2-020-b517ae2748,b517ae27489366cdf22a9e5793c27035a84555b2715109b908282214d320bebb,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,20,False,cell-02,1,interior,interior,0.005008056869849081,0.010300652063986056,0.005292595194136975,0.007654354466917569,5.985784144917132e-05,0.005008056869849081,0.010300652063986056,1.0276883872110631,1.0,0.5797071055733447,0.11374773027229715,0.19621586345711223,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.3,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.2997363163281446,0.00551798603091538,0.0022134019341326734,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9334418301577497,0.7109375,0.0,True,0.658203125,True,True,57369f45d6a5192cfd1146d0570a1370398fb7192bab17f629a7748c7c806e1d,f66921c632a71d441df446e271c8a2118c9498e00e5c2d4e8e2976b5df0f7415
l1a-gs-v2-020-b517ae2748,b517ae27489366cdf22a9e5793c27035a84555b2715109b908282214d320bebb,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,20,False,cell-03,2,interior,interior,0.010300652063986056,0.01559246359192356,0.005291811527937503,0.012946557827954808,5.984897839326085e-05,0.010300652063986056,0.01559246359192356,1.027536219016991,1.0,0.577030928054768,0.11338763249997673,0.1965018285626706,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.3,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.2997363163281446,0.00551798603091538,0.0022134019341326734,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9334418301577497,0.7109375,0.0,True,0.658203125,True,True,57369f45d6a5192cfd1146d0570a1370398fb7192bab17f629a7748c7c806e1d,f66921c632a71d441df446e271c8a2118c9498e00e5c2d4e8e2976b5df0f7415
l1a-gs-v2-020-b517ae2748,b517ae27489366cdf22a9e5793c27035a84555b2715109b908282214d320bebb,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,20,False,cell-04,3,exit_partial,exit_side,0.01559246359192356,0.017716,0.0021235364080764395,0.01665423179596178,2.4016630965276238e-05,0.01559246359192356,,0.4123371666167844,1.0042927402033532,0.6283741121182838,0.11290296938422312,0.1804460596216174,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.3,0.14,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.2997363163281446,0.00551798603091538,0.0022134019341326734,128,64,0.17069550747898554,True,384,192,512,256,128,128,0,0.5,0.45685206921855137,0.5431479307814486,0.25,0.25,0.0,0.08629586156289726,0.02209708691207961,0.02209708691207961,False,64,26,26,0.0,0,0.9334418301577497,0.7109375,0.0,True,0.658203125,True,True,57369f45d6a5192cfd1146d0570a1370398fb7192bab17f629a7748c7c806e1d,f66921c632a71d441df446e271c8a2118c9498e00e5c2d4e8e2976b5df0f7415
l1a-gs-v2-021-5e0b38a851,5e0b38a85189a6eb34d8bda4fdd886532833158fa6ac763eae2f0c59287cdecc,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,21,False,cell-01,0,anode_partial,anode_side,0.0,0.0050122245886952835,0.0050122245886952835,0.0025061122943476418,5.6686924605554005e-05,,0.0050122245886952835,0.9732474929505405,1.6082744388777583,0.6300048040200407,0.07162586366722298,0.18284629730358928,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.0,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.0206,4,0.00515,False,0.32019684540288706,0.005647331964298755,0.002215942781809518,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,1.0,1.0,0.0,True,0.8515625,True,True,6f28688a0c2600d3bb844697a5ac22ce5ecb4e0135d1645c992278150a46039b,69a6251cc24359566c44522ef9d771030ef313c4a68960fde89929f597973c66
l1a-gs-v2-021-5e0b38a851,5e0b38a85189a6eb34d8bda4fdd886532833158fa6ac763eae2f0c59287cdecc,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,21,False,cell-02,1,interior,interior,0.0050122245886952835,0.010301204994766524,0.00528898040607124,0.007656714791730903,5.981695915929757e-05,0.0050122245886952835,0.010301204994766524,1.0269864866157747,1.0,0.5590559833170125,0.11519404569853786,0.2060510022897244,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.0,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.0206,4,0.00515,False,0.32019684540288706,0.005647331964298755,0.002215942781809518,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,1.0,1.0,0.0,True,0.8515625,True,True,6f28688a0c2600d3bb844697a5ac22ce5ecb4e0135d1645c992278150a46039b,69a6251cc24359566c44522ef9d771030ef313c4a68960fde89929f597973c66
l1a-gs-v2-021-5e0b38a851,5e0b38a85189a6eb34d8bda4fdd886532833158fa6ac763eae2f0c59287cdecc,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,21,False,cell-03,2,interior,interior,0.010301204994766524,0.015586756080553715,0.005285551085787191,0.012943980537660119,5.9778174460617335e-05,0.010301204994766524,0.015586756080553715,1.0263205991819788,1.0,0.5574698386734911,0.11502362656421,0.2063315691444593,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.0,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.0206,4,0.00515,False,0.32019684540288706,0.005647331964298755,0.002215942781809518,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,1.0,1.0,0.0,True,0.8515625,True,True,6f28688a0c2600d3bb844697a5ac22ce5ecb4e0135d1645c992278150a46039b,69a6251cc24359566c44522ef9d771030ef313c4a68960fde89929f597973c66
l1a-gs-v2-021-5e0b38a851,5e0b38a85189a6eb34d8bda4fdd886532833158fa6ac763eae2f0c59287cdecc,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,21,False,cell-04,3,exit_partial,exit_side,0.015586756080553715,0.0206,0.005013243919446285,0.01809337804027686,5.669845296475014e-05,0.015586756080553715,,0.9734454212517059,1.6079327038737943,0.6310762230719366,0.0715350998751986,0.1822658220338281,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.0,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.0206,4,0.00515,False,0.32019684540288706,0.005647331964298755,0.002215942781809518,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,1.0,1.0,0.0,True,0.8515625,True,True,6f28688a0c2600d3bb844697a5ac22ce5ecb4e0135d1645c992278150a46039b,69a6251cc24359566c44522ef9d771030ef313c4a68960fde89929f597973c66
l1a-gs-v2-022-4a12458d8a,4a12458d8abf3a17c77b1a9532d5a75998965a4fac6018d88ee071793c45f371,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,22,False,cell-01,0,anode_partial,anode_side,0.0,0.00500805686984908,0.00500805686984908,0.00250402843492454,5.663978881587995e-05,,0.00500805686984908,0.9724382271551612,1.277038327782693,0.6282317078877385,0.07022945862770126,0.1427589681974947,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.28,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.014832,4,0.00515,True,0.23633055710488796,0.005517986030914904,0.0022134019341323095,128,126,0.05088552696967308,False,0,0,128,126,0,2,0,0.984375,0.9448190233201829,0.9957045502898559,0.0,0.015625,0.0,0.05088552696967308,0.010961886875314282,0.012184860794534208,True,16,16,16,0.0,0,0.9541484266219497,0.9088541666666666,0.0,True,0.76953125,True,True,1ab906ef046d0664110d950fecf307da151c76c6966f05e061fb4380b1ae1422,50bf10ff395ab33347ed59bb570fbd6096d28bf550352452253d3039234e6fcb
l1a-gs-v2-022-4a12458d8a,4a12458d8abf3a17c77b1a9532d5a75998965a4fac6018d88ee071793c45f371,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,22,False,cell-02,1,interior,interior,0.00500805686984908,0.010300652063986056,0.005292595194136976,0.007654354466917568,5.9857841449171326e-05,0.00500805686984908,0.010300652063986056,1.0276883872110634,1.0,0.5797071055733443,0.08968571040700345,0.15470866157195387,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.28,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.014832,4,0.00515,True,0.23633055710488796,0.005517986030914904,0.0022134019341323095,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9541484266219497,0.9088541666666666,0.0,True,0.76953125,True,True,1ab906ef046d0664110d950fecf307da151c76c6966f05e061fb4380b1ae1422,50bf10ff395ab33347ed59bb570fbd6096d28bf550352452253d3039234e6fcb
l1a-gs-v2-022-4a12458d8a,4a12458d8abf3a17c77b1a9532d5a75998965a4fac6018d88ee071793c45f371,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,22,False,cell-03,2,exit_partial,exit_side,0.010300652063986056,0.014832,0.004531347936013943,0.012566326031993029,5.1248337791906433e-05,0.010300652063986056,,0.8798733856337754,1.0,0.6000912638195248,0.09297462031626638,0.15493413405902898,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.28,0.5,0.5,0.0018,0.0206,0.0016480000000000002,0.014832,4,0.00515,True,0.23633055710488796,0.005517986030914904,0.0022134019341323095,128,109,0.12309266007281039,True,384,335,512,444,0,68,0,0.8671875,0.8350392877789226,0.8938668394245854,0.0,0.1328125,0.0,0.05882755164566289,0.014998264212312177,0.015032417283461833,True,64,54,54,0.0,0,0.9541484266219497,0.9088541666666666,0.0,True,0.76953125,True,True,1ab906ef046d0664110d950fecf307da151c76c6966f05e061fb4380b1ae1422,50bf10ff395ab33347ed59bb570fbd6096d28bf550352452253d3039234e6fcb
l1a-gs-v2-023-09c1438b40,09c1438b401c9d5a007b2519aea08e88a35964f85650b73ccd0b9dec4c93842f,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,23,False,cell-01,0,anode_partial,anode_side,0.0,0.0050099198814601365,0.0050099198814601365,0.0025049599407300682,5.6660858980807e-05,,0.0050099198814601365,0.9727999769825507,1.4468504958706512,0.6326489113297545,0.07120718390027578,0.16284885264264132,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.2780360721525282,0.005572031751586626,0.002399468989697512,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9399917296577797,0.7142857142857143,0.0,True,0.6796875,True,True,75f87b9ec7a287480c0526344b80dc9f1758383a29ae28b97dac671cb74fc401,b23ac710872672f86e532bc98d79cf3ab957c5bb96750d41238ddf78fd0a8d8c
l1a-gs-v2-023-09c1438b40,09c1438b401c9d5a007b2519aea08e88a35964f85650b73ccd0b9dec4c93842f,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,23,False,cell-02,1,interior,interior,0.0050099198814601365,0.010300946862410558,0.0052910269809504215,0.007655433371935347,5.984010537587721e-05,0.0050099198814601365,0.010300946862410558,1.0273838797961983,1.0,0.5703029326012117,0.10302614933566666,0.18065162117570316,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.2780360721525282,0.005572031751586626,0.002399468989697512,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9399917296577797,0.7142857142857143,0.0,True,0.6796875,True,True,75f87b9ec7a287480c0526344b80dc9f1758383a29ae28b97dac671cb74fc401,b23ac710872672f86e532bc98d79cf3ab957c5bb96750d41238ddf78fd0a8d8c
l1a-gs-v2-023-09c1438b40,09c1438b401c9d5a007b2519aea08e88a35964f85650b73ccd0b9dec4c93842f,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,23,False,cell-03,2,interior,interior,0.010300946862410558,0.015589786965234451,0.005288840102823893,0.012945366913822504,5.9815372366953457e-05,0.010300946862410558,0.015589786965234451,1.0269592432667753,1.0,0.5681321238383101,0.10277619606274349,0.18090192712284212,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.2780360721525282,0.005572031751586626,0.002399468989697512,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9399917296577797,0.7142857142857143,0.0,True,0.6796875,True,True,75f87b9ec7a287480c0526344b80dc9f1758383a29ae28b97dac671cb74fc401,b23ac710872672f86e532bc98d79cf3ab957c5bb96750d41238ddf78fd0a8d8c
l1a-gs-v2-023-09c1438b40,09c1438b401c9d5a007b2519aea08e88a35964f85650b73ccd0b9dec4c93842f,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,23,False,cell-04,3,exit_partial,exit_side,0.015589786965234451,0.017716,0.002126213034765548,0.016652893482617226,2.4046902899950698e-05,0.015589786965234451,,0.4128568999544754,1.0020600959679924,0.6331832008094764,0.10256490252060327,0.16231668169868052,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,0.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.2780360721525282,0.005572031751586626,0.002399468989697512,128,64,0.17069550747898554,True,384,192,512,256,128,128,0,0.5,0.45685206921855137,0.5431479307814486,0.25,0.25,0.0,0.08629586156289726,0.02209708691207961,0.02209708691207961,False,64,34,34,0.0,0,0.9399917296577797,0.7142857142857143,0.0,True,0.6796875,True,True,75f87b9ec7a287480c0526344b80dc9f1758383a29ae28b97dac671cb74fc401,b23ac710872672f86e532bc98d79cf3ab957c5bb96750d41238ddf78fd0a8d8c
l1a-gs-v2-024-8ebc8e6892,8ebc8e68928df28e1ee13ac4416f4a5ef37d00ccd61226b4291e0597df7cc809,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,24,False,cell-01,0,anode_partial,anode_side,0.0,0.005008054315324405,0.005008054315324405,0.0025040271576622026,5.6639759924886524e-05,,0.005008054315324405,0.9724377311309524,1.1307783390935462,0.617740584044297,0.06856654020578772,0.12551151802862884,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,1.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.20054063198667488,0.005487205841587918,0.005986494261045801,128,114,0.10895565567467624,True,384,335,512,449,0,63,0,0.876953125,0.8456598964509836,0.9026320320079368,0.0,0.123046875,0.0,0.05697213555695324,0.014517388654478613,0.01455456952767403,True,64,55,55,0.0,0,0.9053064382970434,0.75078125,0.0,True,0.654296875,True,True,a9927cce18724fd8b724b99be03e728acc7c2d3e2f310d942750b991e5ac246d,00f6c9a3fbff514efcbcaf390b0fcb3606039355867afd078b16222bcd9ce8c9
l1a-gs-v2-024-8ebc8e6892,8ebc8e68928df28e1ee13ac4416f4a5ef37d00ccd61226b4291e0597df7cc809,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,24,False,cell-02,1,interior,interior,0.005008054315324405,0.010300359307532205,0.0052923049922078,0.007654206811428305,5.9854559342675794e-05,0.005008054315324405,0.010300359307532205,1.0276320373219028,1.0,0.5870365277659025,0.07753355845129149,0.1320762078406988,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,1.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.20054063198667488,0.005487205841587918,0.005986494261045801,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9053064382970434,0.75078125,0.0,True,0.654296875,True,True,a9927cce18724fd8b724b99be03e728acc7c2d3e2f310d942750b991e5ac246d,00f6c9a3fbff514efcbcaf390b0fcb3606039355867afd078b16222bcd9ce8c9
l1a-gs-v2-024-8ebc8e6892,8ebc8e68928df28e1ee13ac4416f4a5ef37d00ccd61226b4291e0597df7cc809,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,24,False,cell-03,2,interior,interior,0.010300359307532205,0.015593268588402705,0.005292909280870501,0.012946813947967456,5.9861393686439997e-05,0.010300359307532205,0.015593268588402705,1.0277493749263107,1.0,0.583993701604443,0.07725407125620708,0.1322857952816307,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,1.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.20054063198667488,0.005487205841587918,0.005986494261045801,128,128,0.02913695627350843,False,0,0,128,128,0,0,0,1.0,0.9708630437264916,1.0,0.0,0.0,0.0,0.02913695627350843,0.0,0.005492143434474149,True,16,16,16,0.0,0,0.9053064382970434,0.75078125,0.0,True,0.654296875,True,True,a9927cce18724fd8b724b99be03e728acc7c2d3e2f310d942750b991e5ac246d,00f6c9a3fbff514efcbcaf390b0fcb3606039355867afd078b16222bcd9ce8c9
l1a-gs-v2-024-8ebc8e6892,8ebc8e68928df28e1ee13ac4416f4a5ef37d00ccd61226b4291e0597df7cc809,sweep_v2,SCREENING_L1A_FIELD_TEST_PARTICLE_WALL_LOSS,24,False,cell-04,3,exit_partial,exit_side,0.015593268588402705,0.017716,0.0021227314115972937,0.016654634294201352,2.4007526669586055e-05,0.015593268588402705,,0.4121808566208337,1.005637391987708,0.6177173315297741,0.07682100115978123,0.12506379101406742,False,False,False,0.5,0.00515,0.6,0.0018,0.0007,0.000575,0.0031000000000000003,1.025,0.14,1.0,0.5,0.0018,0.0206,0.0016480000000000002,0.017716,4,0.00515,True,0.20054063198667488,0.005487205841587918,0.005986494261045801,128,64,0.17069550747898554,True,384,192,512,256,128,128,0,0.5,0.45685206921855137,0.5431479307814486,0.25,0.25,0.0,0.08629586156289726,0.02209708691207961,0.02209708691207961,False,64,31,31,0.0,0,0.9053064382970434,0.75078125,0.0,True,0.654296875,True,True,a9927cce18724fd8b724b99be03e728acc7c2d3e2f310d942750b991e5ac246d,00f6c9a3fbff514efcbcaf390b0fcb3606039355867afd078b16222bcd9ce8c9
